bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr4:40000001-45000000	33797	33918	33824	34087	33982	33745	33735	33625	33458	33624	33413	33865	33593	33948	33618	34019	33484	34037	33229	33402	33871	33639	34123	33368	33765	33106	33797	34008	33790	33596	33504	33770	33756	33747	33647	33524	33699	33837	33816	33352	33738	33983	33942	33530	34093	33831	33566	34022	34086	34054	33798	33827	34078	33768	34055	33570	34037	34126	34164	33854	33708	33784	33783	34130	33933	33353	33497	33401	34054	33883	33579	33771	34081	34027	33740	33842	33687	33636	33658	33937	33545	33867	33649	34019	33776	33461	33916	33914	33690	33832	17107	16941	17196	16987	16839	17156	17038	16815	16772	16749
chr4:45000001-50000000	28838	29302	29097	28783	28619	28614	29211	28641	28910	28654	29005	28779	28974	29018	28858	29139	28680	29058	29019	28872	29126	28845	29024	28879	28704	28819	28860	28418	28409	29135	28786	29110	28728	28995	28853	29337	29260	28978	28932	28955	72432	72660	72153	72177	72352	72170	72577	72596	72047	72795	14388	14302	14492	14451	14371	14659	14186	14486	14163	14192	14509	14435	14513	14209	14525	14460	14484	14524	14253	14317	14360	14356	14570	14478	14282	14450	14599	14275	14520	14234	14087	14358	14433	14299	14418	14474	14225	14030	14368	14461	14360	14399	14508	14505	14452	14523	14376	14446	14443	14192
chr4:50000001-55000000	21708	21989	21752	21309	21567	21501	21408	21509	21367	21449	21474	21445	21519	21670	21535	21766	21490	21635	21443	21246	21962	21770	21413	21458	21725	21572	21650	21684	21973	21725	64989	64829	64789	64357	64899	64780	65032	64808	64838	64800	21711	21618	21369	21724	21580	21492	21825	21489	21354	21266	21661	21846	21581	21637	21613	21782	21893	21357	21442	21748	21698	21546	21763	21743	21238	21208	21168	21503	21575	21537	21538	21436	21953	21230	21827	21468	21607	21615	21758	21398	21561	21539	21622	21888	21772	21440	21769	21718	21159	21499	21878	21560	21440	21550	21622	21374	21376	21566	21424	21322
chr4:55000001-60000000	32471	32540	32716	32862	32850	32537	32397	32362	32478	32024	81329	80970	81376	80635	80720	80604	81654	80753	80551	80763	81220	81053	81006	81909	81730	81378	81224	81100	81126	81587	81143	81348	80965	80648	80208	81383	81875	80942	80972	81017	81941	80827	80897	81532	81620	80991	81787	81104	81129	80876	32475	32612	32335	32003	33103	32469	32452	32711	32160	32761	32316	32461	31808	32474	32520	32457	32322	32388	32126	32567	32493	32627	32272	32262	32112	32378	32275	32346	32579	32212	32833	32750	32453	32128	32122	32037	32174	32842	32420	32361	32412	32491	32272	31975	32697	32631	33016	32317	32316	32705
chr4:60000001-65000000	33133	33799	33394	33681	33268	33626	33200	33394	33476	33680	33055	33317	33181	33665	33491	33545	33702	33293	33541	33111	33589	33307	34062	33561	33768	33402	33667	33562	33381	33321	67224	66900	67531	66769	66923	67501	66525	66990	67216	66732	83747	83368	84122	83658	83521	84264	83842	83530	83139	83599	33432	33321	33680	33307	33737	33443	33400	33474	33613	33328	67276	66745	67112	67663	66199	67128	67398	67181	66638	66797	33404	33758	33272	33632	33469	33148	33100	33526	33028	33526	33399	33341	33644	33674	34109	33464	33107	33575	33240	33885	134590	133790	134015	133891	134683	133185	133801	134388	134528	133659
chr4:65000001-70000000	29328	29492	29459	29354	29426	29697	29538	29457	29632	30030	44605	43750	43749	43498	43548	44192	44182	43974	44687	44050	44510	44111	44580	44230	44280	44052	44361	44513	44309	43977	44797	43702	43958	44016	43515	44383	44166	44115	44043	43808	44439	43952	43833	44214	44084	44387	44180	44036	43791	44110	29297	29190	29875	29814	29687	29489	29438	29317	29552	29337	29233	29786	29521	29546	29547	29748	29695	29390	29319	29421	59514	58951	59195	58606	58963	58197	58797	58755	58662	59073	58257	59331	58936	59255	58601	59104	59164	58778	58803	58845	29682	29756	29271	29707	30011	29016	29234	29707	29366	29255
chr4:70000001-75000000	33288	33412	33569	33658	33545	33529	33351	33443	33976	33712	33891	33624	34041	34112	33169	33674	33400	33521	33494	33125	84574	84017	84378	84483	84012	84282	83796	83659	83685	83744	84180	84484	83491	84347	84067	84319	84504	84447	83409	83772	34204	33548	33546	33770	33878	32946	33075	33696	33394	33471	33881	33362	33346	33604	33870	34006	33818	33487	33794	33361	33910	33776	33506	33664	33591	33583	33263	33562	33201	33294	33564	33363	33647	33258	33902	33741	33648	33721	33029	33410	133689	134745	134695	133294	134561	134452	134642	134840	134836	134410	33209	33637	33831	33597	33776	33656	33161	33567	33778	33400
chr4:75000001-80000000	33127	33508	33275	33324	33982	32738	33618	33956	32889	33402	33197	33889	32865	33143	33258	33255	33895	33155	33495	33514	33447	33437	33476	33383	33849	33414	33545	33556	33550	33315	33639	33981	33321	33359	33263	33195	33161	33704	33622	33553	33471	33473	33432	33988	33307	34120	33500	32902	32917	33355	33403	33801	33516	33314	33387	33501	33436	33366	33687	33481	33358	33666	33312	33269	33708	33552	33407	33388	33607	33327	33345	33568	33410	33209	33636	33744	33237	33165	33104	33398	33302	33807	33408	33306	33645	33189	33891	33852	33405	32926	33472	33195	33148	33533	34285	33377	33784	33660	33682	33591
chr4:80000001-85000000	33666	33841	33487	33642	33746	33693	33808	33283	33715	34023	33700	34002	33852	33487	33776	34079	33404	33598	34014	33783	33927	34170	33864	33155	33722	33134	33913	33345	33585	33298	33494	33771	33668	33754	33428	33509	33859	33603	33660	33632	33544	33575	33342	33600	33994	34043	33555	33667	33926	33570	33343	33219	33510	33714	34066	33692	33973	33443	34058	33894	33551	33929	33384	33396	33470	33420	33266	33462	33488	33875	33273	33501	33751	33690	33627	33335	33449	33437	33997	33096	33620	33072	33341	33506	33495	33441	33885	33569	33959	33642	33341	33803	33959	33368	33311	33393	33976	34002	33287	33713
chr4:85000001-90000000	33843	33597	33406	33353	33590	33680	34015	33815	33883	33408	33571	33941	33524	33992	33761	33787	33277	33708	33789	33930	66682	67899	67195	67115	67812	68028	67316	66800	66257	67395	117168	117843	116722	117639	117362	116799	117388	117472	117409	117881	33888	33675	33738	33584	33736	33567	33778	33808	33566	33783	33618	34034	33115	33462	33654	33476	33319	33676	33634	33668	33506	33796	33306	33805	33663	33846	33404	33541	33502	33729	34035	33985	33771	33455	33057	33927	33148	33836	33312	33134	33681	33326	33365	33387	33551	33994	33594	33764	33673	33615	168977	167650	167619	168052	168073	167707	169052	167008	167488	168873
chr4:90000001-95000000	33823	33309	33731	33833	33377	33563	33855	33226	33363	33401	33534	33581	33798	33314	33244	33324	33703	33542	33378	33556	33415	33531	33827	33477	34372	33028	33187	33782	33827	33812	66893	66787	67189	66938	66590	67171	66743	66470	66858	67557	33959	33313	33307	33162	33203	33688	33487	33630	33028	33477	33323	33384	33732	33633	33702	33307	33810	33477	33908	33032	116524	117050	117223	117240	117836	117596	117180	116350	116666	117030	116911	116363	116918	117168	116594	116590	117570	116740	116991	117621	116691	116464	117360	116829	116878	116410	117456	117185	116894	115820	67126	66863	67117	67311	66568	66247	66630	66727	66944	67399
chr4:95000001-100000000	33822	33576	33531	33322	33427	33566	33497	33450	33457	33880	33789	33855	33278	33676	33564	33944	33479	33393	33887	33526	32931	33797	33545	34038	33326	33400	33713	33583	33381	33582	33267	33806	33997	33038	33610	33556	33325	33644	33677	33070	84146	84155	84705	83967	83483	83742	83763	84437	83996	84278	33621	33215	33245	33110	33225	32777	32949	33143	33162	33237	50561	51007	50208	50265	50293	50436	50251	51035	50534	50532	33385	33111	33653	33248	33108	33577	33092	33500	33439	33750	33681	33374	33549	33725	33509	33299	33658	33269	33885	33638	33551	33457	33090	33739	33586	33719	33215	33106	32932	33299
chr4:100000001-105000000	33341	33403	33620	33445	33551	32972	33510	33674	33838	33363	33474	32951	33088	33673	33517	33220	33149	33519	33375	33403	33532	33271	33818	33382	33608	33132	33609	33446	33882	33492	33410	33735	33501	33443	33295	33584	33142	33272	33433	33711	33836	33614	33452	33890	33526	33540	33673	33559	34010	33610	33679	33540	33367	32994	33497	33379	33135	33223	33722	33805	33319	33692	33435	33673	33190	32997	33405	33461	33566	33927	33028	32861	33305	33394	33088	33578	33770	33213	33322	33538	33863	33895	33725	33683	33553	33103	33183	33204	33352	33110	33063	33203	33442	33342	33212	32976	33241	33293	33269	32732
chr4:105000001-110000000	33553	33559	33761	33948	33777	33652	33828	33726	33280	33735	116850	118746	117277	118507	117875	118061	118817	116893	117782	118226	117080	117218	117690	118254	117259	117804	117231	117314	118079	117812	117829	117610	117411	117053	116431	117675	117729	117152	117598	117704	117560	118041	117776	117775	117821	118355	118309	117826	117048	118394	33697	33765	33436	34134	33783	33815	33901	33028	33670	33597	33402	33196	33040	33555	33620	33328	33789	33631	33363	33562	16837	16665	16763	16942	16747	16775	16770	16876	16791	16955	16992	16971	16821	16735	16930	16812	16537	17089	16960	16731	33660	33849	33431	33579	33387	33693	33394	33819	33541	33650
chr4:110000001-115000000	33401	33014	33531	33687	33578	33493	33409	33356	33544	33858	33814	33757	33831	33961	33789	33471	34044	33433	33786	33539	33573	33388	33513	33429	33187	33925	33362	33756	33746	33148	33736	33607	33550	33736	33592	33455	33225	34048	33024	33576	33226	33720	33215	33475	33355	33254	33576	33673	33287	33768	83660	84295	84172	83835	83112	83977	83358	83447	84576	83942	83719	84038	84074	84257	84226	83050	83052	83405	83892	83450	83276	82781	83647	84004	84335	84170	82802	83054	83429	84034	168239	167930	166718	166478	167725	166451	168976	167263	166545	167112	83488	84139	83957	83941	83723	84055	83589	83922	83953	83206
chr4:115000001-120000000	32114	32489	32492	32434	32494	32834	32225	32251	32918	32774	32580	32621	32598	32543	32541	32548	32488	32369	32598	32082	32419	32414	32453	33156	32629	32630	32156	32448	32390	32611	32585	32422	32526	32845	32386	32495	32553	32386	32435	32596	32876	32881	32615	32651	32738	33083	32870	32606	32448	32382	32403	32493	32536	32329	32101	32572	32401	32555	32308	32204	113557	113796	113550	113629	113916	114320	114228	113104	113989	112826	130463	129624	130510	131127	130601	129924	129160	130152	130501	130310	130515	130661	130030	129815	129844	130189	129181	130933	130481	130386	32933	32930	32337	32420	32879	32670	32516	32908	32232	32713
chr4:120000001-125000000	32553	32497	32587	32735	32383	32610	32370	32621	32556	32914	32832	32646	32514	32825	32743	32496	32760	32575	32812	32543	97608	98424	98755	97584	98093	98008	98363	97891	97249	98067	97401	98225	98394	98169	97692	98050	98277	97721	98709	98040	32142	32325	33227	32824	32662	32251	33076	32668	32420	32792	32470	32673	32687	32465	33066	33003	32556	32965	32465	32410	16477	16414	16348	16143	16281	16275	16447	16258	16257	16406	32283	32585	32527	32574	32984	31993	32482	32342	32535	32109	32333	32939	32714	32701	32419	32489	32742	32351	32451	32697	81925	81837	81155	82041	81160	81177	81487	81602	81722	81711
chr4:125000001-130000000	34044	33407	33685	33516	33933	33660	33713	33542	34052	33318	33679	33820	33562	33681	33471	32989	33703	33344	33228	32770	33623	33188	33552	32893	33900	33849	33499	32956	33356	33856	33207	33724	33651	33261	33610	33077	33272	33092	33207	33604	116987	118296	116777	117527	117448	117497	117740	116813	117566	117554	33765	33576	33301	33676	33206	33872	33338	33909	33677	33323	33475	33374	33222	33534	33425	33677	32946	33769	33430	34140	33480	33089	33608	33546	33301	33705	33518	33600	33844	33419	33577	32945	33138	33529	33727	33370	33734	33581	33142	33307	33211	33520	33785	33573	33591	33731	33420	33540	33457	33189
chr4:130000001-135000000	33130	33167	33180	33507	33596	33271	33144	33192	33699	33313	33422	33647	32997	33078	32550	33316	33176	33233	32760	33390	32899	32679	33076	33361	33328	33265	33114	33373	33580	33056	32931	33102	32942	32965	33189	32610	33157	33299	33110	33219	33363	32833	33247	33084	32969	33069	33542	32974	33174	33244	32734	33038	33203	32764	33204	33059	33672	32824	33226	33002	33335	33284	32944	32981	32704	32927	33076	33356	33097	33275	33246	33188	33210	33204	32803	33066	33527	33102	33374	33077	33577	32973	32566	33151	33365	32899	32877	32816	32690	33552	33051	32913	32891	33333	33185	33129	32771	33117	33051	33195
chr4:135000001-140000000	33770	33974	33274	33679	33921	33685	33696	34101	33748	33720	33526	33442	33738	33777	33749	33966	33666	33577	34098	33621	118576	117656	117846	118589	118851	118749	118124	117998	118303	117895	117254	118139	117757	118150	117961	117895	117831	118153	117807	117402	34090	33315	33681	33827	33793	34006	33708	34011	33743	33570	33572	34021	33292	34047	33939	33629	33614	33971	33438	33414	33774	33752	33852	34102	33916	33489	33931	33454	33099	33697	34141	33676	33459	34018	33824	33932	34083	33728	33700	33660	33418	33706	33688	33292	33750	33186	33783	33714	33758	33491	33490	33915	33682	33550	33404	33454	33547	33384	33940	34108
chr4:140000001-145000000	33681	33367	33581	33318	33639	32870	33282	32921	33163	33335	33015	33080	33308	33138	32965	33195	33389	33352	32934	32963	32800	32754	33136	32852	33245	32848	32478	33155	33320	32844	32974	32867	33011	32778	32979	32719	32847	32806	32996	32589	33498	32917	33184	32797	32945	33193	33249	33326	33207	33402	32756	32934	33222	32933	32702	32822	32900	33070	33563	32896	32987	32990	32694	33156	32793	32683	33858	33274	32757	32986	32717	32990	33424	33177	33188	33189	32812	33212	33288	32664	33250	33008	33385	33447	33254	32822	32990	33113	33161	32906	32876	33211	32914	33518	33032	32534	33143	32811	32492	32905
chr4:145000001-150000000	33740	33496	33439	33110	33436	33546	33335	33806	33488	33092	33217	33587	33399	34079	33689	33577	33961	33826	33396	33837	151650	150258	150640	150366	151687	150383	150447	150066	151333	150589	150742	151639	151410	150898	151192	150783	150525	150991	150169	151328	33212	33672	33638	33667	33734	33621	33750	33301	33351	33166	33247	33367	33373	33597	33744	33357	33648	33817	33619	33887	33266	33462	33547	33736	33406	33450	33762	33382	33841	33153	66758	67500	67660	66851	67119	67020	66986	66842	67847	67536	66642	67158	66210	66996	66931	66458	67057	67676	66823	67484	33727	33836	33912	33356	33114	33087	33442	33875	33234	33617
chr4:150000001-155000000	33899	33766	33795	33945	34033	33364	34487	34122	33518	34061	33862	33996	33784	33976	34006	34034	34053	33803	33573	34280	33885	34147	33980	33902	34036	34000	34130	33748	34001	33794	152159	152884	151678	151436	151400	152839	151681	152184	151989	152507	33619	34021	34032	34014	34323	34193	33978	34218	33782	33684	33489	34138	34039	33614	33543	33768	33609	33884	33952	33777	33919	33847	33426	33763	33451	33554	34188	34161	33909	33542	67912	67560	67671	67372	68308	67437	67197	68212	68153	68111	67897	67291	67656	68293	67191	67853	67379	67997	67403	67179	33941	33606	33744	33547	34285	33850	33686	33649	34139	33949
chr4:155000001-160000000	32603	32864	32934	32541	32975	32428	32732	32635	32548	33031	32750	32695	32484	33030	32725	32395	32891	33027	32694	32090	32993	32466	33030	32298	32578	32480	32963	32837	32425	32787	32687	32484	32654	32109	32542	32607	32829	32327	32545	32754	32654	32635	32180	32732	32578	32774	32847	32551	33131	32898	32893	32623	32568	32444	33013	33386	32548	32731	33106	32514	32698	32179	32917	32448	32990	32688	32924	32558	32517	32719	32561	32910	33227	32757	32809	32646	33068	32166	32779	32795	32372	32887	32357	32328	32078	32436	32895	33179	31729	32424	32400	32427	32340	32490	32597	32583	32807	32916	32765	32412
chr4:160000001-165000000	33686	33114	33417	33411	33600	33031	33206	33156	33731	33386	33251	33239	33592	33158	33605	33534	33432	33255	33525	33813	50334	49694	49729	49819	49920	50887	50736	50195	50212	50049	50497	50286	50487	50297	49876	50698	50359	50446	50248	50514	33733	33599	33593	33314	33969	33638	33679	33600	33256	33094	33511	33371	33627	33221	33563	33126	33627	33793	33783	33503	33340	33220	33038	33198	33214	33732	33552	33328	33996	33364	33341	33402	33789	33465	33428	33457	33737	33349	33302	33292	33487	33371	33319	33318	33381	33135	33610	33861	33585	33246	83771	83962	83731	83398	83140	83903	84016	83944	83416	83855
chr4:165000001-170000000	33541	32946	33874	33087	33759	33964	33422	33677	33532	33842	33078	33304	32777	33259	33190	33230	33326	33222	33567	33430	33601	33687	33275	33866	33540	33685	33406	33820	33550	33418	67284	66590	66892	67338	67050	65982	67451	67202	66816	67043	33728	33590	34104	34014	33902	33144	34005	33753	33596	33316	116778	116534	117133	116976	116746	117417	116383	117552	117561	116871	116875	117801	116954	117130	117372	118191	116771	116621	116687	117247	117158	117182	116612	116303	116711	116718	117512	117626	117137	117715	117001	116833	115780	117128	116754	117547	117026	116345	117002	116964	184380	184275	184327	184090	184658	183033	183812	184456	184132	183793
chr4:170000001-175000000	33148	33518	34134	33809	33757	33822	33648	33241	33397	33755	2	0	0	1	1	1	0	2	0	3	0	0	1	1	2	1	1	0	2	3	0	0	2	1	1	1	1	1	0	1	0	1	1	1	2	2	0	0	0	2	33919	33773	33753	33271	34032	34108	33632	33869	34183	33738	151654	151190	152019	151829	151733	152106	151679	151500	151347	150896	33653	33346	33997	33453	33879	33519	33326	33613	33910	34235	135047	135262	134902	133776	134909	134463	134609	135616	133629	134539	34070	33787	33744	34109	33823	33374	33442	34023	33419	33597
chr4:175000001-180000000	33740	33768	33637	34234	33128	33695	33860	33991	33622	34024	67721	67217	67243	67630	67762	67655	68098	67860	66816	67694	67304	67532	67074	67782	67610	67321	66987	67203	67820	67075	67661	68034	67198	67452	67608	67779	67745	67234	66633	67530	67354	67457	67402	67825	66991	67749	67944	68232	67927	67825	33614	33569	34108	33844	33801	33668	33873	34053	34083	33261	117961	118541	118459	118436	117702	118727	117648	118650	117684	117778	33350	33842	33463	33418	33366	33620	33865	33934	33725	33585	33883	33813	33430	34270	33688	34285	34177	33647	33491	33265	101708	101324	101184	101421	101015	101452	101171	101046	100989	101320
chr4:180000001-185000000	33328	33969	33523	33771	34078	33394	33705	33357	33750	34155	1	2	0	1	3	1	1	1	0	1	2	0	0	0	4	1	1	1	1	2	2	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	1	1	0	134568	134916	134804	134457	136130	134870	135441	135557	135965	134909	168055	167445	169313	167386	167055	169794	168007	169302	168543	169407	134157	135621	135042	133836	134542	135704	135291	134931	135105	135188	168295	168529	169165	169660	167789	169125	169567	168239	167853	168186	134732	134164	134270	135749	134662	134781	134204	134496	134671	135065
chr4:185000001-190000000	27539	27461	27244	27337	27340	26694	26974	27478	27250	27421	27247	27143	27067	27224	27243	27499	26636	27379	27286	27406	27287	27276	27355	26956	27211	27138	27643	27071	26954	27183	27196	27361	27104	27520	26885	26783	27076	27160	27300	27257	26935	27282	27787	26998	27479	27212	27220	27302	27528	27390	27179	27062	26971	27719	26913	27255	27324	26939	27841	26853	26959	27627	27426	27567	27397	27470	27104	27191	27090	27034	27529	26917	27522	26940	27419	27395	27412	27323	26845	27224	27279	27200	27479	26987	27506	27005	27037	27322	27160	27138	68159	68078	68137	67876	68066	68092	67998	67975	68080	67477
chr4:190000001-190214555	151	180	157	132	136	136	168	136	151	155	128	158	109	150	155	140	145	129	152	137	305	286	330	305	331	274	285	280	291	307	285	321	251	288	289	273	343	314	290	295	124	151	174	128	138	144	156	193	132	167	142	140	150	160	127	120	139	161	151	157	115	133	147	152	136	119	166	148	123	153	183	171	147	160	134	139	177	133	148	141	172	143	166	162	180	139	147	159	168	166	149	134	163	141	169	167	157	143	187	121
chr5:1-5000000	30039	29294	29966	29744	30109	29298	30104	29448	29466	29646	73746	73873	73544	74247	74429	74019	73620	74498	74000	73346	74324	74326	74130	74060	74129	73920	74162	73372	74311	74379	74087	74843	74078	73700	74610	73307	74477	73984	73688	74003	118363	118295	118882	118610	118742	117631	117847	117984	117768	118354	29717	28985	29584	29814	29683	29547	29348	29464	29667	29642	29343	29637	29458	30341	29650	30093	29614	29689	29668	29485	29899	29664	29521	30107	29933	30040	29382	30167	29649	30183	29732	29863	29641	29722	29448	29422	29353	29876	29736	29450	29600	29990	29645	29878	29731	29350	30160	29964	29448	29704
chr5:5000001-10000000	33870	33651	33700	33546	33639	33841	34091	34172	33694	33907	33714	33332	33322	33714	34134	33402	33477	33750	33482	33565	66666	66706	66657	67176	67481	67290	66577	67133	66956	67051	67471	67202	66874	68078	67623	67458	67211	67211	67317	67259	33361	33771	33781	33487	33513	33590	34117	33661	33943	33827	33705	33270	33177	32889	33227	33561	33319	33495	33582	33856	33839	32974	33569	33368	33650	33817	34234	33676	33501	33551	33675	33571	33745	34124	33983	33647	34073	33617	33860	33889	117754	118974	118056	119045	118034	118136	117718	118186	117688	118382	33508	33733	33682	33290	33180	33777	33229	33468	33692	34084
chr5:10000001-15000000	33682	33682	33655	33569	33805	33593	33402	33130	33923	33237	33326	33706	33017	33131	33259	33288	33656	33180	33145	33800	33459	32954	33281	33495	33749	32855	33427	33600	33394	33154	33654	33206	33448	33031	33773	33344	33760	33403	33265	33567	33642	33387	33091	33166	33141	32576	33445	33012	33619	33760	66750	66421	66684	66462	67030	66547	66281	66407	67290	66911	66475	67010	67828	67114	66899	66914	67142	66911	66794	67083	67374	67754	67170	66929	67030	67855	67126	67072	66997	66712	66951	67663	67233	66839	67003	67244	67361	67327	66248	66541	67353	66787	66888	66856	66424	65939	66869	66704	66637	66999
chr5:15000001-20000000	33085	33025	32936	32953	32788	33071	33181	33324	33256	32498	99304	98805	98391	99282	98625	99340	99358	99241	99589	99655	98890	99168	98961	99866	99851	100051	99526	100373	99346	99270	99569	100086	99465	99768	99120	99980	99149	99036	99360	98280	99818	99287	99037	99344	99716	98810	99341	99085	99108	100412	33252	33064	32709	33185	33301	33184	32894	33293	33358	33252	116215	115632	116528	116297	115888	116177	116096	115630	115652	116223	33069	32899	32763	33515	33353	33129	33418	33069	33221	33380	33215	33199	32978	33632	32968	33287	33403	33217	32708	33296	33196	33091	32952	33156	32721	32881	32904	33092	32553	33303
chr5:20000001-25000000	32345	32070	32079	32340	31849	32078	32278	32086	31938	32251	97124	96291	96994	95889	96781	96676	96850	97018	96046	96393	95941	96767	96846	96096	95852	97357	96217	96273	96300	96796	96416	95848	97328	96848	96524	96930	96375	96116	96437	97211	96983	96373	96008	96945	96809	96181	96047	96115	96557	96282	32784	32169	31998	31659	31955	32361	32428	32070	32201	32183	32025	32164	31867	31833	32365	32036	31737	32193	31912	32001	112669	112175	112546	113752	112181	112820	112207	112689	113053	113076	113986	112278	113596	112178	112637	111659	113207	113111	111632	112420	32330	32000	31794	32165	32070	32096	32223	31624	32097	32299
chr5:25000001-30000000	31807	31863	31945	32339	32400	32197	32073	32687	32718	32073	80346	80701	80871	80927	81040	79848	81114	80597	80249	79593	80423	79971	80610	80823	81406	80851	80478	80318	80478	80292	80941	80113	79957	80823	81207	80466	81263	80627	80161	80811	79942	80274	80146	80137	80897	80342	80895	81248	80112	80196	32080	32260	32335	32179	32490	32088	32644	32383	32899	32437	32522	31672	31968	32114	32238	32614	31715	32286	32248	31930	32095	31854	32206	32205	32049	32230	32347	32139	32790	32336	32216	32568	31712	32145	31838	31846	32371	32240	32089	32030	32179	32216	31495	32257	31843	32373	32019	32521	31937	31969
chr5:30000001-35000000	31933	31565	31693	31235	31316	31291	31530	31332	31537	31792	31907	31527	31960	31666	32045	31437	31933	31420	31534	31718	31339	31778	32079	31626	31827	31772	31671	31746	31413	32250	31526	31883	31388	31733	31488	31656	32025	31837	31763	31296	31538	31402	31396	31668	31834	30977	31892	31607	31832	31331	31524	31759	31362	31391	31511	31394	31643	31596	31455	31221	31559	31971	31617	31342	31700	31710	31692	31025	31954	31589	31440	31442	31747	31706	31779	31464	31792	31795	31443	31809	95607	95940	94247	94770	94638	94900	94673	94355	95300	95164	63475	63122	62919	63777	63642	62883	64207	63549	63727	62618
chr5:35000001-40000000	33478	34121	33637	33766	33704	33443	33928	33100	33135	34045	101512	100163	101062	101081	101238	100923	101107	100830	101787	100648	100755	99469	101249	100726	101392	101664	101155	100816	100635	101071	101494	101041	100866	100825	100361	101010	101818	100324	100138	101036	101360	100662	101149	101257	101057	101113	101355	100384	101223	100816	33330	33834	33687	34011	33583	33647	33761	33405	33585	33594	33523	33561	33525	33647	33417	33715	33619	33765	33537	33700	84293	84046	83561	83790	84181	84126	84049	84030	84039	84743	84755	84542	84283	83969	84232	84157	83928	84192	84248	84054	33776	33515	33583	33829	33733	33382	33653	33632	33831	33743
chr5:40000001-45000000	33617	33333	33507	33712	33075	34124	33441	33905	33499	33570	33478	33528	33537	33461	32828	33194	33411	33508	33783	33666	67116	66559	66096	67549	67091	66605	66968	66520	66495	66845	66782	67022	67321	67141	67472	67065	67274	67002	66900	67124	33179	33211	32944	32951	33242	33702	33213	33462	33054	33752	50014	50024	50346	50345	50233	50261	50481	50288	50729	49949	49598	49796	50246	50267	49853	50066	50119	50616	50122	50399	49991	49973	49974	50594	50528	49807	50174	50193	50024	49857	50099	50335	50064	50451	50196	50292	50188	49942	50135	50571	50529	49554	49953	49871	50307	50905	50569	50224	50034	50134
chr5:45000001-50000000	10292	10552	10408	10470	10584	10291	10292	10485	10427	10280	21061	20735	21115	20831	21228	20779	20627	21039	20832	21040	20746	20945	21179	21012	21187	20728	20742	20876	20663	20834	36480	36726	36336	36366	36320	36876	36627	36479	36761	36820	20828	20765	20703	20823	21081	20782	20809	20795	20748	20900	10328	10211	10361	10486	10532	10568	10515	10496	10458	10542	10580	10349	10216	10274	10264	10502	10470	10477	10488	10204	47389	46691	47031	46956	47545	47207	47341	46672	47128	46645	51980	51975	51733	52396	52384	52106	51834	51818	52548	52367	10374	10502	10387	10691	10589	10516	10237	10388	10461	10412
chr5:50000001-55000000	32933	32319	32896	32466	32480	32086	32150	32665	32399	32735	48975	49018	49046	49175	49630	48667	49159	48670	49199	49167	48761	49368	48657	48862	48936	48816	48972	48141	49269	49002	48873	49247	48649	48738	49076	48765	49229	49049	48871	48759	48534	49282	48935	48843	49504	48946	49666	48322	48489	48385	32654	32414	32687	32885	32656	32861	32860	32487	32775	32912	32483	32761	32431	32686	32569	32829	32560	31997	32865	32625	32392	32015	32627	32388	32980	32593	32157	32777	32373	32381	32421	32977	32336	32251	32517	32790	32304	32432	32717	32434	97129	97038	97504	97453	97410	97047	97322	97713	97354	97649
