bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr3:180000001-185000000	16894	16230	16516	16612	16273	16464	16608	16789	16429	16126	66226	65274	66936	65813	66587	66086	66587	66248	66026	66341	66196	66377	66129	65900	65847	66514	65872	66334	65815	66038	65790	66322	66490	66378	66185	66096	65952	65489	66213	66474	66192	66102	66539	66097	66322	66326	66617	65552	66001	66521	16849	16511	16772	16459	16592	16537	16234	16723	16563	16672	16608	16098	16465	16424	16615	16438	16369	16425	16230	16519	16601	16695	16637	16329	16530	16712	16633	16398	16638	16677	16922	16402	16674	16402	16576	16402	16538	16498	16415	16423	16438	16456	16428	16952	16608	16507	16212	16519	16656	16573
chr3:185000001-190000000	16782	16698	16821	16627	17041	16988	16967	16920	16420	16721	16743	16844	16406	16793	16848	16510	16748	17125	16620	16769	83991	83218	84257	84442	83686	84297	84017	84592	84051	84324	100620	100782	101110	100142	101273	101218	101179	100759	101116	99949	17016	16617	16696	16619	16349	16698	16576	16742	16744	16969	16743	16770	17045	16725	17131	16877	16717	16879	16853	16742	16844	16877	16653	16948	16979	16831	16751	16872	17030	16626	16742	16591	16937	16864	16576	16781	16857	16689	17002	16762	16744	16913	16837	16875	16905	16906	17001	16879	16953	16746	59336	58694	58974	58846	58742	58660	58249	58964	59184	58648
chr3:190000001-195000000	16912	16925	16656	16748	16804	16801	17318	16915	16750	17031	58470	59346	58852	58742	59106	59386	58751	58687	58595	58914	58640	59593	58732	59119	58761	58822	58845	59585	59074	59220	75716	75256	75758	75864	76294	75747	75706	75487	76817	75377	58525	58952	59175	59483	58729	59720	58631	59236	59704	59036	17286	16639	16557	16621	16755	16666	16829	16814	17340	16938	17027	16709	17000	16777	16389	16997	16706	16926	17037	16761	42563	42174	41743	42210	42653	42158	42433	41194	42407	42252	59348	58719	59061	58911	58967	58550	58720	59247	59430	58819	16803	16760	16779	17045	16840	17136	16821	17371	16952	16929
chr3:195000001-198295559	8604	8673	8807	8983	8757	8611	8851	8791	8702	9001	8763	9072	8803	8764	8893	8658	8756	8888	8741	8826	8982	8746	8632	8845	8508	8846	8859	8822	8694	8847	21914	21841	22150	21878	21629	22161	22020	22003	21798	21834	43755	43840	43912	44167	43541	44042	43894	44529	44012	44093	8833	8900	8864	8741	8727	8730	8775	8918	8779	8844	8847	8743	8893	8781	8807	8674	8768	8636	8866	8832	8949	8821	9031	8805	8748	8779	8812	8890	8747	8837	8656	8608	8685	8808	8650	8866	8782	8852	8844	8905	8795	8833	8477	8888	8935	8845	8972	8688	9010	8785
chr4:1-5000000	16535	16668	16212	16221	16483	16418	16398	16649	16525	16182	65719	65589	66113	65392	66161	65999	66939	65035	65416	65714	66056	66302	66514	66124	66320	65691	65764	65852	65697	66139	66034	66429	65687	65923	66205	66324	65817	66172	65789	65660	65270	65842	66340	65813	66065	65857	65901	65648	65669	66018	16328	16220	16260	16255	16456	16444	16671	16521	16439	16485	32933	32762	33300	33118	32819	32726	33435	33140	32813	33064	49405	49836	49200	49006	49452	49377	49296	49130	49433	48987	49347	49293	49098	49038	49050	48329	49134	49312	49346	48957	16571	16283	16468	16488	16327	16287	16409	16634	16341	16562
chr4:5000001-10000000	16429	16023	16229	16115	16158	16004	15979	15985	16264	16083	16301	16013	15837	16191	16175	16101	15807	15833	15738	16218	15911	16056	16406	16047	15942	16117	16066	16354	16197	15719	15941	16169	16105	15929	15798	15788	16148	16074	16558	16238	16483	16100	16065	16257	16064	15739	15808	16331	16308	15812	15812	15935	16103	15901	15706	15861	16192	16121	15921	15881	15870	16236	15809	16012	16079	16012	16190	15974	15998	15951	15929	15882	15787	15818	16012	16101	15976	16223	15962	16185	16013	15989	15956	15908	16123	16007	16220	15807	15843	16198	63741	64191	63751	64688	64170	64071	63644	64788	64258	63703
chr4:10000001-15000000	17280	16695	17049	16879	16542	16750	16645	16423	16620	17025	16724	16761	16647	16644	16837	16679	17021	16526	16830	16783	16773	16692	16945	17025	16577	16850	17002	16754	16657	16658	58664	58688	58592	58788	58676	57196	58302	58516	59107	58277	16571	16718	17178	16781	16464	16918	16953	16978	16379	16585	16481	16636	16690	16537	16331	16497	16765	16509	16546	16576	16871	16801	16489	16700	16826	16519	16456	16634	16707	16669	16613	16575	16642	16837	16893	16992	16519	16551	16692	16856	49624	49970	49720	49633	49840	50083	49931	50161	50221	49775	25209	24924	25115	25266	25361	24975	25070	24760	24896	25014
chr4:15000001-20000000	16762	16940	16811	16744	16714	16782	17119	16832	16524	16249	16989	16640	16962	16930	16784	16970	17015	16738	16892	16763	16802	16582	16775	16969	16762	16705	16872	16690	16707	16735	59441	58494	58234	59165	59339	58683	58678	59747	59033	59171	25143	25496	25575	25169	25543	25208	25192	25223	25529	25456	16800	17057	16697	16557	17019	16749	16974	16774	17056	16592	41781	42151	42039	41310	42060	42051	41639	42146	42596	42182	16880	16813	16983	17059	16820	16576	17022	16730	16545	16401	16450	16833	16287	16595	16668	16917	16879	16785	16437	16794	16770	16654	16623	16950	16664	16732	16983	16775	17075	17245
chr4:20000001-25000000	15941	16062	16032	16138	16380	16225	15711	16096	15706	15808	15905	16096	15840	16090	16236	15953	16280	16087	16018	16351	16007	16144	15903	16149	16385	16336	16055	16159	16269	16334	16302	16081	16145	16166	16246	16360	15961	16149	16235	16028	16464	16483	16021	16217	15876	16059	16510	16253	15963	15968	55950	56608	57207	56030	56670	56333	55976	56318	55940	56009	56084	57030	56763	56693	56933	56202	56870	56749	56091	56300	55927	56385	56881	56900	56407	56971	56859	56294	56736	56339	56193	56423	56283	56696	56826	56424	55422	56114	56482	57059	56456	56828	56836	56527	56630	56451	56384	56638	55530	56389
chr4:25000001-30000000	16610	16884	16772	16686	17038	17115	16926	17007	16901	17169	17170	17060	16796	16981	16826	16985	16861	16980	16428	16853	16854	16739	17148	16724	16815	16998	17205	16820	16800	16666	17094	16737	16892	16878	16954	16667	16894	16951	16588	17004	68024	67571	67537	67680	68766	67626	67787	67238	67911	67506	17132	16691	16659	16713	17062	17081	16798	16723	16677	16974	16684	16908	16574	16749	16694	16816	16690	16930	17082	17175	16909	16891	16837	17012	16921	16739	16942	16929	16838	16928	42064	42349	42591	42455	42262	41844	42813	42111	42251	42591	24986	25753	25127	25534	25197	24829	25844	25691	25535	25292
chr4:30000001-35000000	15760	15698	15567	15685	15823	15776	15752	15393	15821	15901	15724	15641	15362	15731	15775	15603	15975	15588	16070	16061	15692	15716	15307	15433	15877	16175	15884	15705	15454	15675	15413	15476	16039	15811	15845	15536	15438	15464	15632	15850	15534	15668	15802	15680	15668	15599	15902	15859	15669	15865	23572	23558	23778	23316	23739	23398	23993	23357	23602	23571	23363	23201	23683	23415	23713	23887	23602	23817	23324	23714	23148	23245	23614	23538	23638	23492	23535	23641	23509	23497	23455	24025	23511	23329	23424	23904	23299	23651	23495	23249	23335	23435	23175	23374	23378	23457	23760	23791	23491	23612
chr4:35000001-40000000	17139	17307	16645	16689	16726	17003	16940	17066	16835	17042	16653	17163	16709	16868	17154	16972	16977	17275	16829	16858	16671	16924	16993	17134	17194	17195	16926	17116	16725	17128	17223	16803	16909	17069	17109	16883	17388	17152	16856	17200	67892	68220	67465	67451	67961	67492	67617	67415	67407	67910	16751	16778	16733	16890	17056	16712	17091	16847	17042	16764	8584	8337	8223	8561	8723	8607	8268	8574	8263	8316	16880	16861	16769	16648	16624	17039	16909	16898	16589	16944	50677	51009	51123	50937	50963	50898	50626	50500	51022	50991	17110	17440	16967	17110	16907	16834	16820	16704	16940	17035
chr4:40000001-45000000	17011	16544	16605	16785	16825	16508	16844	16944	16683	16966	16674	16920	17079	16958	16749	17452	16943	17004	16870	16933	17262	16943	16774	16738	17035	16809	17127	16916	16964	17106	16986	16796	17139	16843	17246	16909	16723	16998	16922	16838	17055	17184	16679	17129	16716	16854	17185	16889	17006	16900	17184	16819	16778	16825	16826	16972	16658	17000	17204	16867	16756	16651	17027	16807	16893	16837	16395	16758	16865	16981	17142	16916	17121	17036	16836	16759	16956	16975	16756	16665	16814	16937	16841	16934	16889	17016	16733	16942	16673	17294	8646	8283	8422	8491	8222	8530	8416	8521	8392	8413
chr4:45000001-50000000	14352	14260	14418	14506	14170	14520	14327	14371	14237	14367	14601	14396	14471	14499	14393	14250	14304	14543	14650	14316	14379	14349	14559	14164	14751	14163	14111	14423	14492	14645	14565	14591	14177	14446	14143	14214	14556	14448	14597	14391	35753	36478	36103	35749	36011	36255	36201	36071	36209	35981	7131	7188	7262	7097	6950	7348	7183	7279	7207	7199	7216	7209	7340	7225	7300	7042	7233	7177	7317	7007	7357	7097	7083	7081	7428	7237	7230	7172	7501	7278	7162	7220	7300	7042	7035	7179	7194	7194	7169	7191	7023	7325	6931	7032	7341	7443	7424	7052	7280	7223
chr4:50000001-55000000	10800	11065	10851	10594	10605	10850	10892	11002	11099	10441	10812	10918	10541	10749	10804	10884	10452	10635	10964	10668	11166	10714	11000	10828	10827	10856	10747	10856	10886	10743	32931	32749	32238	31859	32522	32188	32197	32269	32424	32250	10686	10696	10511	10743	11145	10908	10678	10910	11013	10724	10816	10882	10799	10774	10755	10971	10689	10882	10742	10876	10737	10750	10980	10623	10816	10664	10590	10747	10690	10473	11061	10576	10816	10550	10826	10923	10842	10892	10788	10826	10999	10802	10996	10703	10858	10517	10972	10921	10638	10919	10855	10809	10701	10721	10850	10720	10724	10547	10711	10379
chr4:55000001-60000000	16177	16256	16444	16555	16172	16325	16111	16097	16312	16241	40471	40585	40451	39952	40837	40883	40428	40728	40118	40655	40133	40305	41003	40935	40404	40789	40534	40515	40335	40875	40700	40515	40607	40428	40131	40764	40608	40493	40492	40315	40950	40867	40954	40807	40786	40474	40523	40641	40629	40199	16138	16184	16419	16118	16118	16339	16285	16657	15836	16152	15991	15831	16210	16263	16396	16085	16315	16364	16196	16589	16052	15889	16147	16170	16302	16225	16267	16442	16270	16510	16376	16046	16190	15980	16281	16248	16212	16165	16199	16181	15804	16114	16470	16270	16115	16003	16409	16600	16407	16244
chr4:60000001-65000000	16833	16817	16808	16703	16634	16838	16926	16809	16727	17052	16545	16890	16859	16637	16483	16332	16617	16682	16422	16742	16833	16759	16947	16895	16984	16637	16949	16742	16686	16714	33439	34399	33605	33842	33559	33478	33549	33555	33800	33593	42227	41907	41716	41550	42109	41707	41772	42008	41702	41665	16837	16667	16782	16514	16607	16726	17182	16722	16780	16930	33560	33103	33656	33126	33227	33535	33242	33738	33681	33592	16725	16421	16897	16878	16919	16681	16814	16758	16905	16669	16618	16478	16691	16611	16382	16800	16634	16653	16973	16684	66774	67159	67236	67111	67275	66958	66827	66967	67035	66756
chr4:65000001-70000000	14721	14596	14637	14551	14324	14486	14782	14772	14785	14886	22341	22278	22240	21794	22180	22047	21878	21825	22156	22041	22381	22046	22109	22224	22375	22135	21717	22263	22172	22018	21760	22027	22409	21432	21608	22307	22402	22148	21842	22631	22215	22149	21934	22080	21921	21749	22451	22273	22001	21944	14626	14697	14548	14924	14689	14807	14948	14407	14864	15001	14827	15046	14726	14846	14880	14877	14762	14532	14848	14692	29646	29498	29499	29414	29453	29604	28884	29164	29339	29456	29326	29622	29143	29319	29670	29489	29404	29788	29579	29528	14727	14921	14720	14791	14665	14687	14634	14867	14674	14937
chr4:70000001-75000000	16653	16535	16609	16513	16859	16606	16678	16847	16812	17002	16605	16579	16826	17035	16882	17088	16830	16711	16641	16859	41267	41818	41761	42075	42189	42100	41793	42302	42114	42317	41956	42352	42310	41919	42015	41835	42178	41886	41558	41896	16717	17057	16786	17035	16566	16795	16411	16884	16442	16789	16982	16919	16793	17115	17019	16787	16614	16465	16542	16836	16869	16986	16639	16610	16589	16689	16403	16508	16686	16749	16709	16644	16800	16716	16939	16916	16413	16669	16744	16711	66673	67194	67194	67308	67036	67064	67210	67077	67253	67336	16479	16587	16843	16671	16714	16813	16614	17206	16935	16940
chr4:75000001-80000000	16757	16983	16432	16609	16784	16414	16566	16753	16612	16631	16713	16979	17011	16774	16618	16486	16725	16818	16770	16692	16926	16995	16517	16886	16747	16841	16676	16806	17035	17021	16990	16980	16799	16224	16673	16670	16860	16898	17010	16685	16877	16808	16733	16660	16947	16730	16615	16637	17091	16774	16845	16774	17098	16832	16868	16721	16996	16533	16747	16648	16529	16892	16518	16905	16902	17297	16694	16669	16796	16938	17153	16676	16573	16823	16893	16815	17150	17050	16630	16845	16787	16539	16885	16888	16624	16551	16592	16592	16920	16548	16985	16900	16571	17102	16791	16516	17068	16486	16475	16634
chr4:80000001-85000000	17231	16887	16528	17275	16724	16699	17056	16882	16692	17135	16871	16914	16630	16705	16751	17320	16613	16866	16725	16857	16896	16592	16851	16564	16694	16860	16890	16746	16779	16503	16881	16740	16696	16912	16905	16779	16992	16676	16972	16836	16950	16711	16957	16878	16568	16917	16876	16817	17111	16712	16552	16563	16898	16303	16729	16671	16820	16685	16532	16785	16938	16789	16549	17196	16885	16774	16752	17114	16665	16249	16746	16443	16601	16918	16892	16519	16744	16798	16801	16462	16728	16952	16572	16751	16620	16875	16825	16831	16943	17109	16822	16748	17000	16877	16787	16608	16693	17080	16759	17068
chr4:85000001-90000000	16699	16555	17065	16607	16850	16868	16917	16635	16970	16636	16971	16877	16889	16878	16944	16873	16899	16740	16291	16630	33177	33863	33382	33732	33558	33548	33077	33358	33601	33627	58572	58753	59015	58915	59072	58749	58884	58578	58151	58142	16450	16869	16961	16603	16718	16750	16935	17058	16625	17023	16881	16859	16966	16798	16861	16804	16870	16768	16733	17092	16799	17031	16909	16809	16547	16631	17024	16876	16998	16574	16593	16914	16642	16501	16565	16747	16266	16514	16752	16876	16726	16838	17134	17029	16978	16793	16641	16693	16796	16924	84121	84095	83128	84035	84469	84622	84192	83905	84248	83981
chr4:90000001-95000000	16605	16588	16838	16563	16862	17082	17004	16679	16926	16599	16734	16769	16637	16759	16686	16903	16901	16451	16839	16916	16717	16929	16547	17139	16812	16703	16544	16995	16579	17262	33350	33521	33392	33466	33277	33479	32828	33635	33336	33287	16701	16761	16643	16765	17015	16860	16655	17028	16911	16725	16395	16795	16919	16537	16982	16510	16937	16959	17112	16768	58139	58751	58343	58588	58570	58145	58178	58412	58691	58678	58528	58320	58994	58439	58612	58554	58551	58088	58540	58330	58927	58238	58962	57942	59008	58960	58341	58476	58197	57925	33360	33164	33315	33377	33746	33520	33546	33565	33425	32963
chr4:95000001-100000000	16457	16764	16982	16812	16508	16892	16347	16568	16736	16579	16696	16583	17173	16940	16966	16904	16691	16780	17166	16513	16843	17015	16468	16765	17051	16691	16622	16982	16844	17126	17062	16762	16639	16368	16721	16616	16827	16804	16839	16756	41517	41551	41988	41877	41571	41833	41987	42230	41861	42083	16708	17031	16685	17020	16633	16473	16662	16645	16335	16479	24650	25262	25312	24898	25247	25360	25268	24813	25475	25374	16836	16539	16440	16850	16559	16790	16594	16462	16624	16774	16848	16886	16664	16608	16758	16447	16968	16589	16785	16898	16473	16974	16828	16891	16860	16610	16528	16423	16492	16746
chr4:100000001-105000000	16576	16269	16508	16806	16842	16786	16648	16660	16465	16763	16775	16715	16293	16578	16887	16994	16716	16699	16646	16901	16475	16586	16790	16580	16686	16858	16706	16931	17012	16911	16517	17017	16845	16981	16742	16795	16788	16806	16604	16629	16766	16996	16611	17151	17026	17016	16878	17179	16786	16875	17228	16524	16441	16853	16577	16711	16902	16833	16740	16674	17053	16623	16622	16864	16784	16762	16607	16621	16496	17167	16336	16703	16700	16685	16884	16770	16656	16711	16615	16571	16565	16704	16816	17085	17157	16919	16806	16733	17037	16677	16380	16821	16778	16594	16527	16241	16701	16767	16630	16489
chr4:105000001-110000000	16957	16914	17142	16605	16569	16507	16682	16613	16776	16614	58814	59068	58473	59548	58591	59112	59337	59238	59067	58721	59307	59081	59343	59275	59091	58926	58616	58792	58239	58663	58819	59195	58733	58752	58651	58994	57965	58648	58526	58815	58509	58861	58342	58832	59101	58678	57972	58828	58934	59352	16844	16797	16954	16437	17084	16923	16737	16600	16935	16705	16672	16829	16999	16915	16620	16563	16763	16933	16704	16588	8612	8301	8514	8169	8313	8477	8184	8431	8608	8433	8206	8603	8492	8451	8235	8528	8363	8579	8315	8349	16750	16690	17066	16735	16697	16781	16641	17000	17097	17085
chr4:110000001-115000000	16939	16628	16575	16703	16625	16835	16541	17010	16815	16926	16825	16728	16971	16661	16518	16695	16816	16693	16974	16689	16634	16978	17220	16848	16763	16932	16642	16963	16929	16683	16700	16509	16952	16881	16633	17119	16742	16785	16444	16893	16697	16674	17016	16742	16634	16505	17032	16794	16745	17095	42069	41603	41417	41855	41864	41866	42293	41603	41679	41043	41495	41851	42362	42139	41576	41272	41647	41938	42023	42099	41646	40990	41769	41956	42049	42084	41897	42066	41611	42000	82824	84249	84129	84408	84575	83967	83398	84146	84269	83502	41541	41791	41586	41779	41757	42022	41685	41446	41789	41928
chr4:115000001-120000000	16094	16391	16121	16138	16254	16221	15857	16500	16213	16138	16404	16563	16177	15914	16366	16283	16181	16289	16435	16310	16208	16308	16238	16186	16043	16503	16660	16124	16461	16608	16325	16329	16087	16161	16230	16377	16458	16185	16643	16089	16385	16306	16602	16414	16606	16341	16123	16021	16288	16359	16163	16267	16337	16158	16245	16194	16425	16598	16325	16025	56393	56592	57386	56699	57046	56789	57155	57048	57671	56613	65181	64837	65506	64884	65513	65245	65289	65128	65351	64595	64633	64824	64996	64480	64545	65360	65163	65411	64414	64827	16217	16596	16202	16110	16329	16202	16277	16127	16526	16259
chr4:120000001-125000000	16389	16140	16492	16157	16575	16009	16279	16303	16314	16076	16340	16194	16295	16341	16910	16331	16473	16310	16488	16033	48904	48906	48702	49396	48750	48917	48708	49127	48820	48302	48453	48984	49196	48891	49059	49303	48525	49018	48950	48625	16351	16341	16344	16507	16087	16045	16323	16253	16269	16562	16456	16190	16455	16235	16362	16317	16308	16066	16582	16509	8106	8267	8157	8101	7924	7995	8054	8085	8243	8264	16391	16177	16240	16313	16240	16421	16134	16134	16306	16290	16361	16658	16177	16233	16350	16225	16478	16389	16042	16025	40775	40911	40879	41019	40571	40683	41201	40703	41093	40614
chr4:125000001-130000000	17157	16824	17014	16638	16933	16721	16814	16633	16929	16661	16809	16555	16879	16776	16777	17026	17251	16763	17172	16567	16409	16715	16724	16688	16728	16895	16727	16493	16667	16867	17036	16856	16718	16828	16639	16718	16523	16480	16313	16607	59259	59427	58722	58351	58477	58068	58204	59092	58590	58522	16827	17051	16494	16438	16929	16777	16987	16717	16826	16486	16605	16484	17001	16400	16615	16913	16389	17020	16768	16842	16619	16745	16759	16521	16825	16725	16923	16641	16504	16813	16766	16665	16866	16548	16541	16955	16715	16454	16974	16693	17000	16895	16944	16864	16929	16847	16752	16839	16492	16873
chr4:130000001-135000000	16599	16644	16412	16434	16513	16522	16394	16490	16713	16392	16820	16141	16712	16667	16423	16804	16608	16519	16525	16377	16511	16389	16573	16569	16405	17083	16392	16421	16613	16741	16640	16421	16774	16682	16711	16453	16359	16634	16862	16450	16500	16578	16812	16414	16520	16677	16666	16479	16686	16786	16557	16487	16672	16393	16450	16709	16698	16588	16448	16680	16843	16366	16318	16579	16595	16746	16512	16491	16869	16963	16476	16606	16340	16364	16737	16901	16361	16497	16675	16515	16405	16401	16395	16453	16614	16552	16440	16326	16672	16178	16493	16259	16726	16654	16405	16473	16283	16231	16697	16879
chr4:135000001-140000000	16802	17216	16598	16844	16827	16810	16690	16965	16818	17310	17041	16622	16818	16981	16905	16919	16756	16963	17180	16536	59499	58598	58817	59246	59280	59499	58527	59261	59015	59207	58903	59503	58894	59586	58419	59515	59158	59171	58801	58411	17095	16633	16878	17154	16571	16658	16568	16670	16933	17006	16767	16805	16663	17025	17007	16538	16929	16679	16693	16756	17088	16487	16975	16642	16978	16289	16638	16768	16681	16828	17429	16778	16616	16632	17021	16961	17040	17029	16717	16750	16749	17142	16918	16700	16788	17024	16977	16879	16981	16941	17135	17085	16774	16556	16897	16527	17168	16938	17048	16694
chr4:140000001-145000000	16811	16819	16458	16672	16593	16511	16458	16603	16784	16577	16453	16756	16427	16613	16019	16572	16519	16215	16762	16365	16593	16737	16303	16336	16240	16350	16361	16525	16165	16380	16405	16455	16463	16618	16640	16659	16545	16736	16648	16612	16504	16547	16713	16698	16470	16922	16599	16831	16856	16404	16209	16382	16237	16299	16361	16621	16576	16348	16802	16718	16591	16510	16486	16305	16545	16731	16585	16434	16519	16405	16716	16262	16310	16738	16232	16559	16620	16810	16345	16401	16736	16650	16540	16741	16826	16398	16519	16549	16933	16826	16555	16677	16409	16585	16715	16518	16567	16909	16449	16595
chr4:145000001-150000000	16773	16507	16539	16821	16857	16606	16638	16583	16977	16669	16679	16411	16621	16969	16598	16508	16966	16748	16555	16909	75946	74933	74804	75436	75174	75524	75249	75251	75984	75820	75701	75746	75977	75950	75320	75181	75470	74883	75544	75716	16486	16385	16757	16721	16893	17074	17025	17090	16369	16860	16752	16862	16908	16711	16969	16734	16917	16702	16825	16884	16603	16893	16939	16652	17224	16698	16596	16730	16540	16676	33099	33522	33143	33122	33487	33727	33671	33366	33541	33473	33921	33232	33026	33771	33142	33405	33411	33360	33513	33569	16913	16492	17190	16699	16699	16478	16646	16677	16755	16854
chr4:150000001-155000000	17012	16912	16590	16761	16983	16701	16671	16974	16974	16734	16982	16990	17058	17028	16875	16957	17061	16921	17080	16626	16941	17220	17054	16812	16987	17046	16887	16909	17024	16672	75982	75974	76076	76137	76246	76497	75978	76415	77235	75649	17189	16656	17000	17010	16992	16808	17046	17116	16777	16707	16532	16666	16931	16700	16489	16859	17061	16888	16794	16962	16936	16920	16840	16776	17072	16959	16899	17037	16911	17032	33374	33992	34200	34161	33900	34108	34140	34366	33988	33840	33740	33967	34092	34201	34116	33343	34294	33541	34075	33746	16795	17075	16807	16800	17144	16873	16866	17225	16908	16894
chr4:155000001-160000000	16299	16364	16327	16008	16424	16193	16466	16202	16343	16698	16450	16221	16027	16440	15860	16118	16534	16476	16441	16484	16597	16264	16484	16432	16301	16126	15953	16460	16404	16255	16691	16596	16393	15945	16233	16270	16488	16644	16475	16354	16164	16581	16514	16261	15999	16252	16104	16341	16358	16321	16399	15896	16278	16045	16352	16613	16377	16666	16490	16408	16245	16331	15978	16271	16540	16239	16253	16586	16289	16551	16305	16442	16341	15924	16371	16308	16653	16236	16321	16288	16351	16578	16192	16243	16156	16408	16226	16542	16475	16263	16560	16205	16296	16305	16628	16201	16313	16346	16451	16119
chr4:160000001-165000000	16572	16625	16634	16602	16749	16647	16639	16780	17032	17007	16485	16676	16631	16758	16797	16814	16585	16874	16501	16758	25261	24978	24738	25442	25524	24909	25420	24980	24911	25443	25208	24937	25042	25045	25344	25126	25178	25428	24780	24981	16587	16796	16576	16545	16913	16694	16788	16865	16666	16680	16772	17031	16714	16725	16768	16960	16843	17116	17113	17084	16694	16378	16959	16888	16735	16865	16909	16618	16626	16599	16641	16542	16846	16851	16778	16591	16655	16453	16720	16326	16549	16603	16686	16854	16678	16615	17045	16747	16754	16822	41480	41814	41809	41759	41878	42728	42010	41570	42479	42002
chr4:165000001-170000000	16569	16687	16921	16916	16775	17008	16844	16775	16970	16826	16552	16656	16893	16894	16607	16786	16811	16834	16885	16454	16804	16799	16876	16529	17015	16544	16673	16904	16732	16720	33394	33902	33239	33681	33600	33531	33571	32936	33224	33710	16783	16510	16977	17024	17287	16985	16866	17006	17163	16760	58711	58271	58514	58589	58105	59070	58402	58932	58344	58843	58391	59031	58899	58540	58715	58820	58918	58904	58373	58192	59234	58896	58832	58382	58230	58069	58543	58190	58429	58477	58311	58185	58436	58445	57558	58706	57972	58516	57906	58569	91607	92397	92154	91674	92109	91794	91741	91768	92448	92516
chr4:170000001-175000000	16875	16968	16935	16872	16732	16974	16701	17094	16911	16620	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	2	0	0	16663	16775	17152	16480	16845	16599	16747	17165	17060	16831	76169	75438	75771	75871	75968	76479	75478	76014	75788	75799	17134	17055	16851	16827	17056	16553	16522	16619	16815	16754	67103	67319	67362	67462	66635	67182	67231	66959	67070	67112	17050	16825	17104	16868	16762	16540	17154	17053	17183	17279
chr4:175000001-180000000	16954	17146	16592	16656	16901	16924	16794	17005	16829	16378	34150	33700	34203	34038	34346	33582	34033	33989	33826	33807	33861	34126	33735	34390	33836	34018	33999	34133	33403	33340	33583	33745	33948	33860	33916	33777	34021	33482	34071	33646	33595	33894	33761	33986	33929	33679	33716	33490	33806	33656	16634	17241	17137	17021	16905	16961	17010	16620	16919	16845	59252	59220	58919	58918	59068	59252	58911	58508	59246	59042	16396	16851	17040	16744	16848	16616	17154	17024	16892	17089	17101	17210	16677	17319	16677	17101	16969	16816	16648	16617	50788	50907	50567	50393	50070	50644	50119	50614	50423	50620
chr4:180000001-185000000	16658	17000	16530	17218	17209	16737	16930	16864	16898	16839	1	0	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	67711	66691	67509	66816	67557	67542	67936	67532	67616	67533	83720	83909	84336	83921	83853	84800	83823	85147	84599	84148	67826	66973	66780	67207	66939	67069	67008	67095	67940	67853	83677	83429	84264	83679	83778	83994	84518	84301	83661	83755	67411	67543	67319	68128	67621	67717	66748	67280	67034	67421
chr4:185000001-190000000	13499	13767	13773	13701	13379	13641	13700	13723	13676	13485	13963	13497	13765	13594	13865	13431	13153	13549	13751	13906	13568	13719	13715	13645	13219	13620	13539	13046	13678	13825	13689	13712	13665	13672	13762	13785	13325	13752	13843	13687	13752	13878	13577	13473	13730	13582	13353	14042	13733	13910	13436	13306	13716	13788	13439	13596	13572	13472	13705	13629	13524	13734	13541	13650	13500	13595	13573	13865	13681	13852	13665	13652	13655	13362	13647	13425	13584	13343	13747	13541	13506	13405	13709	13428	13823	13608	13505	13555	13824	13900	33818	34174	33410	34208	33758	33441	34238	34235	33534	33599
