bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr2:215000001-220000000	170540	170469	170680	169917	170362	169156	170486	170479	170075	169813	170793	171544	169643	169854	169704	170663	170251	170119	170247	170191	338946	339544	339270	339283	339519	338696	337639	340318	338077	340350	337499	338965	340216	339867	338996	339265	339075	338848	338139	339632	255418	254227	254776	255898	254436	256874	255381	254631	254462	255013	169021	169141	169506	169620	170646	169112	169898	169169	169401	169799	171380	171342	170863	170793	171975	171197	170538	171084	170261	171778	169863	170450	169665	170262	170623	170546	170544	170265	169946	169849	170311	170261	170759	171094	170642	171154	170307	171262	170924	169841	171058	170171	169782	169681	170127	170103	170304	170991	169788	170710
chr2:220000001-225000000	170307	171157	169681	170279	169810	170540	170053	171478	169374	170084	169966	169609	170649	170215	170169	170499	169784	170979	171015	169856	169945	170644	169739	169561	169806	169163	169789	169607	169135	169029	169789	169255	169508	168554	168760	170335	169410	168469	169253	168747	169451	169391	168437	170605	170437	169976	169314	169752	169711	169400	168877	169258	170079	170141	169173	169878	169793	169353	170165	169931	170113	170927	170840	170662	169736	170917	171302	171152	170602	170511	170499	169751	169290	170124	168920	169626	169218	168434	169481	169792	170871	170823	171308	170626	170955	169842	170533	169928	171504	170401	509786	509760	509476	510723	509414	508593	509585	509685	508833	509565
chr2:225000001-230000000	169137	168871	168746	169142	169603	170138	168776	169411	168792	168775	169047	169594	168974	168962	168510	169402	169053	169698	168719	168303	168017	168182	169144	168577	168215	168370	168292	168085	169103	168134	842655	843444	842895	845106	842947	841621	841258	844221	841573	842706	168553	168989	167954	167999	168805	168698	168723	168587	168420	168322	590236	589714	592062	589999	590778	591011	591513	588846	589128	590070	933513	933023	933385	932102	932646	932050	931387	932693	932620	933311	590092	591639	591046	590402	591687	589075	590846	590511	591878	590976	594964	594874	595142	595306	595563	596185	595085	593654	593989	595475	592106	590765	590911	593031	593673	593052	590216	591823	590843	592836
chr2:230000001-235000000	167533	168704	168310	168907	167547	168210	167718	168248	168096	168672	169120	168365	169377	169790	169217	169222	169042	168489	169503	169397	167537	167934	168028	167464	168526	168393	168126	168440	167789	167015	167671	168176	167044	168432	167791	167338	167623	168817	167644	167423	167358	167929	168901	168465	167785	168463	167730	168800	168214	168134	168594	168102	167731	168398	167441	167733	168392	167759	167962	168025	169649	169501	169984	168492	169470	168513	169275	168796	168879	168714	168289	167944	167362	166961	168245	168112	168663	167928	168462	168662	506436	507755	508592	505633	506686	508560	504825	506257	506647	506833	756300	757516	757087	757572	756864	755885	758078	754802	757340	756110
chr2:235000001-240000000	170012	169724	169601	170043	170931	169673	168718	170024	169419	169693	170491	170098	168158	169172	169734	169408	169835	169781	169815	170003	592806	594761	594994	593907	594702	592984	593415	594935	593009	594013	844339	848061	846095	847436	845485	846604	846077	845913	846082	847627	593605	593196	592321	591878	592879	594693	592623	592526	591129	592068	168567	169202	167970	168969	169341	168879	170053	170100	169532	169197	170164	169617	170779	171121	170568	171246	169635	168988	169923	170443	169670	169413	169391	169597	170097	170734	169707	170398	170054	170931	169644	171939	170320	170312	170911	170078	170116	170971	171475	171696	170767	169877	169617	169629	169878	169986	170105	170121	169005	169733
chr2:240000001-242193529	60577	60033	60527	60189	60147	60401	60559	60951	60770	60069	60158	60362	60294	60142	60361	59710	60138	60223	60354	60611	60557	60474	60927	60232	60339	59497	60185	60425	60637	60561	180730	181280	179620	180746	180743	180237	180199	180230	180294	179912	60570	59229	60642	59804	59453	60188	59900	60158	60204	60218	60277	60532	59893	59860	60505	60140	59842	60853	60125	60572	60914	60393	60310	60703	60176	61342	60800	60034	60710	60420	59902	60666	60367	59710	60434	60260	60600	59756	60087	60106	60516	60583	60412	60647	60428	59825	60372	60420	60203	60591	60469	60211	60884	60363	60558	60635	60879	60521	60723	59997
chr3:1-5000000	165952	166169	166049	167544	166309	166576	166333	166344	166223	166462	166524	165870	165942	166708	166584	166588	166847	165905	166103	167010	165775	166288	166109	167103	166619	166678	166518	167358	166940	166203	166420	166458	167402	166387	166599	166139	167038	166536	167042	166356	167276	165758	167200	167061	167591	167259	167238	166833	167069	165750	166448	166011	166062	165908	167323	165649	166316	166121	167314	168400	167055	166964	168071	167556	168452	166814	166548	165267	166557	166388	249707	250119	250091	250328	249448	249926	249728	250440	250127	250315	251034	249764	249353	249661	249096	249613	250384	248649	250193	249897	167209	166747	166158	166360	167193	166879	166975	167217	167402	166367
chr3:5000001-10000000	168392	168909	168440	168952	168979	168798	168960	168793	167776	168233	168109	168936	168555	168730	168513	168135	168220	167399	168770	168580	168146	168756	168307	168812	167392	169008	168189	167630	168540	168255	168169	167728	168124	167597	168753	167882	168470	168959	168072	167923	167416	168521	168864	167884	168175	167912	167631	168339	167908	167668	503386	503750	504768	504097	505679	505435	506287	505065	504090	503216	503890	505261	504655	504959	504582	505901	502819	503560	504704	503221	505219	504717	504604	505763	505609	504062	504939	504621	504149	505547	504269	504818	504333	503727	503285	506478	504122	503562	504750	504143	505436	504353	504674	505475	503952	504113	505592	505091	504116	504779
chr3:10000001-15000000	163201	163077	164372	163430	163854	164402	164847	164626	163989	164030	163591	163242	163843	163990	163295	163246	162552	163517	163808	163487	164258	163708	163824	163404	163891	164176	163676	162710	163344	163701	162391	163398	162767	163393	163072	163002	162434	161908	162684	164243	163203	163711	163911	163010	163972	163640	162406	162983	164023	164634	163922	164408	163404	163347	163532	163238	163149	163788	163262	163325	163675	164084	163292	163517	162176	162981	163524	162451	163340	163045	571807	570766	572354	573321	572477	570258	570269	572073	571772	570333	571305	571973	572080	570606	571784	573030	572256	571662	572038	571176	164134	164316	164671	164866	165074	163579	164628	163789	164131	164434
chr3:15000001-20000000	166631	165935	166573	167292	166777	167015	167129	167363	167323	167282	167080	167464	166632	166498	166757	167628	168013	167437	168053	167404	500817	500253	501524	502232	502079	500181	502804	500607	500955	503082	667116	667951	668085	667896	667630	668315	669567	669275	667181	667046	166685	167237	166787	167077	166483	167342	166475	166956	166923	167334	166739	167384	167572	167327	169280	167480	168788	167639	167431	167673	166456	167235	167610	167075	167054	167426	167177	166403	166937	167074	167075	166016	167111	167110	167138	166459	166773	167244	167260	166896	167145	166795	167415	167142	166670	167293	166674	167292	166195	166703	166819	165944	166361	167707	167346	166900	167776	167312	167073	167024
chr3:20000001-25000000	163950	164611	164451	164550	163776	164155	163654	164390	165022	164297	163253	165130	164368	165031	165065	163782	164266	164961	164644	164824	164031	164155	163714	164020	164282	163801	163405	164373	163840	164302	164938	164321	164414	164244	164423	164408	164456	164650	164036	164876	164206	164755	164156	164447	164683	163905	165197	162975	164451	165203	163493	163632	164865	164443	164349	165127	164333	165124	164050	164205	738890	738147	738125	741223	740373	739480	739812	741004	738716	739822	164941	165016	163975	164759	165007	164352	165249	164776	165056	164438	493512	492412	492814	491750	494141	492181	493833	493635	492696	492987	163971	164233	164264	165000	164456	164071	164257	164375	163579	164621
chr3:25000001-30000000	167548	168165	167200	167996	167403	168446	167905	167705	167529	167941	167483	167343	167910	168264	168493	167440	168732	167934	167544	168021	168246	167894	166807	167324	167079	168326	168114	168298	167534	167468	841112	837482	838816	838843	838899	838875	837183	840069	840225	840573	167759	166900	167563	167720	167051	168345	167979	167285	167912	166994	251547	251300	250634	251866	252005	250639	251013	252586	251013	250828	251841	250834	250936	251782	251885	250545	250867	252101	252426	252587	250982	251694	249907	250395	250595	251664	251886	251820	249953	251718	250086	251767	251221	251898	250159	251395	252335	250462	250845	250935	251669	250572	252559	250850	251036	252378	251581	251241	251953	252231
chr3:30000001-35000000	169013	169121	168301	168709	168876	169064	169313	170023	168574	169721	167449	168383	167865	169596	169154	169377	168057	168430	168460	168274	168517	169306	167919	168442	169470	168716	168775	168515	168879	168717	168732	169051	168582	169262	168988	168831	168868	168251	168351	169325	168457	169307	168455	169476	168687	168940	169259	168392	169552	169536	169164	170116	168668	169252	170323	169759	169012	169242	169996	168931	169090	168362	168968	169048	168941	168000	169265	169222	167984	169036	169358	167738	168356	167639	167985	167902	168219	169521	167152	168972	842641	843999	844648	842542	845979	844196	840031	843913	842374	845265	591145	589905	590007	589711	591321	592041	590346	592175	590916	591245
chr3:35000001-40000000	168620	168588	167754	167691	169140	167303	168056	168845	168018	168448	168511	168248	168613	167514	168110	168014	167284	168180	166620	167338	168583	167955	167931	167703	168782	167858	168007	167854	168804	167780	167771	167727	168439	167699	167370	167784	168465	167676	168230	167975	168375	168203	167409	168483	168225	168333	166602	168760	168193	168931	589733	589057	587474	588148	587547	588435	586343	587151	588602	587221	587058	588173	586915	586913	588306	586987	587650	587442	588106	588222	586608	588610	588928	586527	586468	589518	585016	585642	587135	586457	588388	588042	588866	587997	589516	588999	589041	587326	587065	587619	585520	587517	588030	585680	586038	585637	586287	588570	584637	585150
chr3:40000001-45000000	168301	167422	167003	168385	167964	167912	167677	167726	167776	168127	167508	168536	168260	167482	168555	168282	168634	168125	168300	168018	167778	167621	167504	167613	167555	167455	168453	167453	167879	167453	335450	334330	335253	333897	335886	335305	335053	335718	334257	336145	169003	168433	167153	169106	168116	168974	168413	168229	168750	168417	83762	82942	83968	84341	84343	83792	83439	83634	83351	83555	83539	83683	83501	83417	83698	84289	84046	83605	83416	84026	83313	83554	83635	83655	84001	83963	83277	83639	83585	83428	83418	83549	83252	84207	83551	84012	83397	83249	82965	83356	83846	83643	84114	84075	83896	83408	83940	83207	83707	83564
chr3:45000001-50000000	168972	167957	168661	169257	168239	168204	169024	168680	168043	168850	336392	337062	337355	338423	338527	338025	338281	337995	337870	338538	336885	337115	336770	337346	337975	337904	336333	336688	336911	337608	338179	337826	336028	338893	336353	337702	338628	336276	338961	338228	338924	338844	338222	339242	338676	338928	337902	337888	338827	337959	168591	169559	168200	169262	169974	169652	167889	169381	170446	169286	168718	169051	168339	168905	169245	169305	169980	168678	168413	168987	421351	420591	420736	421542	422191	420134	421700	422473	420247	420943	421700	421904	423374	423340	420090	422298	420340	423274	422907	421984	169345	168226	168622	167996	167444	168423	168923	168881	168448	168326
chr3:50000001-55000000	169074	168305	169103	169257	167821	168589	168878	168416	168316	168105	169132	168237	168765	168939	168366	168432	169589	168720	167575	167958	168427	168394	168638	168382	168447	169533	167393	168384	169259	170166	253111	252758	253330	253334	252325	252778	253121	252749	252037	253105	421848	420925	422191	422189	421663	420877	421252	422049	421885	421936	168231	168249	168111	168483	169097	168985	169849	169104	167980	168320	169438	167416	169863	168813	168764	168762	168681	168439	168236	169188	168326	168541	168437	167863	169544	167483	169060	168551	168111	167480	167617	168405	168186	168400	168890	167799	168474	169264	167786	168450	167881	167905	168342	168417	168504	168422	168971	168525	168420	168295
chr3:55000001-60000000	168439	168364	168317	168345	168294	167988	167961	167787	168138	167860	169380	168219	168634	168139	169042	167526	166986	168195	168881	167457	167477	168124	166852	167882	167990	167877	167488	167286	166189	167717	168723	168287	168114	168351	168144	167816	168038	167568	168132	169156	420188	421080	419658	420119	419135	419641	419454	419900	419663	419277	168023	167420	168509	167167	168596	168430	167738	167992	168304	167039	168123	167449	168371	166541	168319	168301	168627	168115	167345	168283	168898	167857	168646	168881	168313	168517	168342	168695	168466	168216	167830	168479	168530	168526	168289	168640	168163	168448	168451	168311	168048	167677	167167	168102	167607	168231	167796	167606	167924	166537
chr3:60000001-65000000	168964	168096	168324	168090	168638	169368	168849	167619	168147	168892	167126	167095	168561	167912	167885	168918	168008	168134	168232	167589	168182	167587	168315	168001	167560	168964	168122	168225	167710	168188	168379	168093	167707	168867	168026	168622	169489	169371	169280	168894	168271	168912	168458	169161	168842	168352	168549	167934	169144	168272	169468	167784	168431	167889	168485	168813	167660	168277	168102	167836	504490	505659	503325	506512	504636	504480	503367	504047	506106	505446	421013	420926	421016	420898	420363	421168	421574	420586	420593	421692	421647	420285	420998	418913	420822	420919	422791	418687	419959	420998	168523	168466	168595	168463	168312	168619	168133	167251	167779	168637
chr3:65000001-70000000	167837	168333	168222	168144	168415	168486	168338	168759	168897	168225	167951	168194	167302	168047	168317	167874	169205	167267	168395	168731	169348	168615	169418	169765	170223	170028	168096	168708	169526	169696	168666	169134	169210	168490	169074	168912	169178	169591	168076	168759	169104	168754	169348	168355	168708	168105	168678	170306	168413	169479	337119	337360	336841	337930	336597	337310	337158	336899	338075	337885	340352	337285	337258	338762	337876	337430	337956	338025	338744	337488	590065	590200	588515	589040	588810	588265	589986	590408	590410	591276	588107	589866	588917	588228	589263	589786	590294	590784	587495	589065	336257	336478	337184	337528	337752	337415	336928	337734	336969	335503
chr3:70000001-75000000	169819	169062	168892	169740	169603	168966	167925	168702	169445	169822	506089	505723	505107	506247	505814	505700	506134	505682	506148	506111	506348	506479	506381	507939	506405	506039	507028	505660	506211	505472	507313	505648	507495	505774	508444	509001	506509	506986	505922	507384	506117	506475	506387	507727	505753	507385	506998	507514	506267	508434	168637	168021	169288	167051	169391	167942	168584	168214	169279	168889	169278	168672	168817	169937	168660	169090	168745	168551	169287	168737	168737	168451	169327	168387	169018	168980	168066	168942	169231	168361	168183	168728	168830	169133	168719	169279	168343	168707	167810	168425	168545	168975	168232	169254	169114	168888	169026	168620	169212	168368
chr3:75000001-80000000	167093	167383	168156	168180	167651	166817	167669	167691	166693	168081	167577	166545	166773	167356	167990	166791	167052	165938	167301	166654	166937	166759	167521	167584	167084	166655	166571	167512	167674	167847	165989	167619	166792	167223	166661	166288	167862	166540	167011	167471	168153	167829	167810	167571	167533	167818	167722	168202	166646	166501	167223	168173	167430	167289	167728	167999	167471	167475	167317	167493	167058	166694	167407	167663	167741	167977	167539	167157	167755	167350	167549	166557	166474	165816	167100	166857	166302	166995	166949	166907	167517	167632	167093	166817	167291	166480	166912	166293	167184	167048	166987	166966	168955	166539	167588	167976	167769	167084	166977	167147
chr3:80000001-85000000	169091	167558	168414	168893	168403	168343	167866	168783	167117	168614	167483	167778	166725	167878	168425	168165	167305	167150	167934	168140	168276	168008	167341	168741	168259	167926	167711	167769	168056	166367	168312	168574	167093	168581	167929	167500	168385	168142	168171	168434	83844	84162	83838	83970	84350	83629	83562	83984	83681	84265	169358	167781	167502	167821	167728	168844	168586	168873	167982	168996	252772	252508	251965	252137	252287	252403	252693	252470	251983	251923	421106	419979	420222	420130	420283	420062	420006	419878	422156	419810	421636	420632	420140	421549	420451	420999	421255	421832	421656	420673	169006	167693	167605	167934	169029	167251	169407	167565	169732	167521
chr3:85000001-90000000	166929	167718	167771	167067	166822	167341	168411	167501	167205	168723	669876	671670	671284	669748	668979	671299	668860	669715	669724	671273	670106	671546	670342	671716	669453	670683	669787	670162	669446	669938	670303	668102	669877	670441	670574	669308	669610	670224	669861	670650	838947	839576	840288	838485	837639	835655	837759	840461	839488	836978	502309	501750	503572	502385	502019	502256	504797	503012	501463	503445	502111	503389	503692	503333	502303	502700	503416	501406	501040	503898	585821	585549	586787	588109	587448	588715	585984	587313	587872	586525	584388	587701	586179	585624	586602	587733	585757	588252	586662	586756	502913	502718	504027	504324	503526	505336	502954	503164	504019	503344
chr3:90000001-95000000	78489	78898	79042	78808	78406	79041	78179	78716	78686	78349	78833	78957	78418	78631	79175	78684	78684	78844	78738	78985	77742	78540	78530	79124	79880	78701	79259	79121	78768	78129	78791	79449	78679	79285	79130	78820	79151	79339	79845	78704	315082	316326	315387	315406	315520	316587	316186	315588	315723	314896	78144	79156	79196	79430	78475	78321	79096	79373	78534	78644	118458	117600	118231	118614	118503	118509	117137	118581	118132	118127	79071	78737	79303	79336	78591	78870	79547	79009	78868	78998	79538	79042	79388	79505	78830	79669	78914	79034	78498	79284	79193	78697	79446	79305	79215	78846	78897	78998	79079	78452
chr3:95000001-100000000	167796	168405	167090	167378	168129	167528	166984	167558	167383	167615	168920	168046	168499	167673	168082	168878	168027	169229	168665	167694	167701	167990	168696	167691	167775	167950	167898	167707	167770	167645	168610	168093	168089	168922	168066	168589	167584	168408	168161	167111	167946	167792	168063	168175	168902	167119	168412	168601	167425	167894	168216	168336	167908	167461	167812	168703	168333	167864	167463	167864	167272	167944	167614	167954	167667	168292	167798	167957	168228	166990	588548	585839	588752	589809	587612	587025	587243	586827	587738	588057	588339	588233	587999	588254	585574	587472	588556	585687	586941	588097	167276	168869	167561	168226	167745	167820	167376	167174	167076	166827
chr3:100000001-105000000	168037	167469	167536	168626	168880	167723	167810	167918	167679	168146	167656	167236	168152	168339	167923	168014	167873	167217	168722	167510	168498	167774	167718	168008	167866	168726	167510	167913	167887	168042	168987	170251	168612	168270	168779	168207	168917	168130	168614	168515	169689	168224	168811	168481	167848	168995	168526	168503	168368	167529	168404	167880	168702	168789	168177	168731	168190	167810	169798	168954	167829	167771	167531	167935	168451	167911	168160	168617	167530	168189	588011	588825	587351	587535	587147	587135	588154	585134	588241	589221	669977	670411	670843	671833	672623	672294	672272	671830	673231	671352	503802	504566	504508	503638	504247	503981	505019	504606	504192	503076
chr3:105000001-110000000	167625	167144	167166	167451	167861	168478	167152	167754	167734	166778	168272	168208	167045	167324	167004	167727	168076	167821	168115	168411	166898	166719	167467	167503	166040	166582	166918	167166	166989	167685	503624	502069	502162	502432	501997	503101	502607	504021	502718	502162	839487	839568	838745	838564	840915	840953	839581	836934	839175	839012	167324	166643	167772	167727	168433	167986	167082	167795	167114	168140	168259	167485	168263	166784	167565	168180	167231	167811	166924	168158	167939	167845	167857	167635	167542	167948	168177	168314	167351	167871	166244	168311	167041	166814	167136	167366	167295	167626	167935	168118	584180	585281	583797	584026	583790	585574	585896	585665	583685	585593
chr3:110000001-115000000	167928	167027	167895	167382	167106	167927	165938	167183	167515	166590	168035	167885	167785	167910	167509	167811	167981	167277	167216	166717	166824	167519	167859	167164	167224	168607	166994	168110	166603	166875	167862	167131	167581	166724	168595	168103	166986	167518	167491	168122	167852	168318	167872	167641	167860	167243	167360	167988	168836	168213	167456	166343	167845	168221	166585	167035	167649	167121	167194	167652	167694	166980	167420	167510	167457	167783	167450	167814	168046	167201	166482	167387	167046	166342	166983	167228	167712	166681	167101	167615	166886	167997	167143	167841	166932	168326	167470	167405	167915	167836	167656	167625	167507	168088	167002	166663	167543	166930	167850	166862
chr3:115000001-120000000	168365	167813	168148	168200	168347	168207	168535	168049	168212	168328	168265	168038	168174	168122	167781	168045	168596	167352	168550	167644	167032	167655	168278	166735	167478	168395	167552	167914	167277	168143	167821	167906	168301	168412	167468	168250	167803	167808	167942	167958	168426	168644	168128	168223	168670	169630	168836	170426	167855	168539	167732	167277	167842	168350	167410	167191	167929	167608	168730	168305	168247	168827	168211	168732	168609	167482	168458	169189	168786	169063	168634	169028	167482	168563	167687	167588	168053	169373	167897	168907	168140	167586	167611	167180	167270	167333	167271	168101	167062	167130	166931	167998	167895	168994	167595	168826	167580	168545	167801	167888
chr3:120000001-125000000	166763	167192	167280	167918	167224	167265	167538	167138	167914	167426	167172	166564	167664	168595	167067	168510	167442	167684	167418	168064	167727	168178	168241	166994	167386	168371	166881	168393	166336	168379	252278	251433	250859	251874	250865	251767	250468	252294	252830	251053	167847	167938	168064	169022	166884	167703	167533	168023	167434	167592	167128	167251	167618	167391	168245	167984	167212	168488	167406	167919	335486	335035	335125	334667	334855	335775	334296	333693	335277	334378	166311	166066	167256	166373	166604	166885	167096	167100	167469	166620	167656	168302	166863	169163	166891	166720	167190	167180	167507	167610	167462	166754	166617	167813	166750	167148	166877	166481	167683	167095
chr3:125000001-130000000	161326	160723	161772	160973	161388	160988	160601	161203	160499	161881	160820	159907	159479	160159	159839	160834	160628	160308	159973	160238	160215	160577	160620	161800	161259	160915	161123	161475	160543	160743	160293	160993	160174	161474	160833	160742	160579	160728	160683	159704	160802	161158	162396	161306	161712	161468	161219	161335	160879	161333	159428	160115	159637	161241	160391	160116	160560	160309	160937	160375	320456	322279	322483	322355	321858	321410	321398	321153	322441	320718	160591	160914	160461	161566	160588	160360	160929	161702	161011	160775	160165	160053	160651	160697	160004	160180	159891	161011	161858	160441	160078	161343	160333	160898	161220	160732	160711	160405	159778	160409
chr3:130000001-135000000	165659	166061	166104	166198	165269	165863	166038	166260	165911	165595	165971	166827	165916	165513	166452	166195	166356	165806	166246	166631	167009	165444	166623	166556	166737	165643	166488	166713	167260	167151	164911	164853	166474	166376	165196	165589	165110	166085	165615	165541	499189	500652	502339	500967	500496	500833	500340	499535	499400	498889	165243	166633	165609	167207	165279	166968	166218	166511	167466	166408	166739	166262	167094	166885	166373	166035	165948	165347	166842	167113	165709	165906	165451	166204	166243	165903	166122	165311	166212	165913	746906	746284	746473	748095	747486	746202	747195	748222	746678	748014	165667	165791	165497	166641	166246	166012	164658	165791	165853	166715
chr3:135000001-140000000	165743	165958	165377	165821	166407	166435	166274	166305	166566	166160	415635	416665	416315	418003	417155	416094	415698	418133	416152	416129	500661	499119	499330	498161	499039	500840	499286	499887	499579	498973	498927	497244	498467	498851	499852	500011	498920	499472	500684	498589	417563	418388	415956	417002	416501	417689	417441	416330	417152	418351	333240	331982	333452	332552	332721	331264	332869	332729	332150	332688	332700	333758	333704	333397	333657	334506	332693	333505	332727	333981	331450	333259	332328	332737	332727	333095	334371	333164	333060	332770	333352	333515	333448	333567	332994	334397	334319	331773	333567	334251	332875	332859	333341	332153	332913	333229	332557	332826	333058	334220
chr3:140000001-145000000	167300	168393	168459	168335	167567	168894	168650	168015	167365	167680	168678	168979	169000	170205	168702	168522	168846	168503	168581	169483	590984	590226	591350	590676	588461	590089	592200	591711	589833	590482	589943	589641	589899	591235	591092	591859	589446	590716	590967	589676	507251	505332	507568	506754	505942	506366	505809	507175	505606	505756	168325	168641	167880	169172	169067	168611	169649	169260	169292	168473	759804	758440	759629	760528	758312	760512	759096	758703	758619	757961	337413	338322	337868	338594	336735	339387	338141	338084	339052	336760	337779	336757	337148	337275	335984	336351	337689	338675	337274	337135	422963	420953	421101	421144	420338	421966	421832	423024	423607	420317
chr3:145000001-150000000	169336	167814	168134	168077	167518	167612	167774	167255	167199	168130	169616	168732	168998	169015	168085	168181	168955	168915	169001	168183	168283	167029	167222	168209	167712	167519	167310	168606	168397	167457	169232	169012	168002	168139	167981	168357	168115	168452	168353	168089	169076	167698	167867	168449	168771	168274	168501	169457	168632	168810	169321	168645	168494	168034	168180	168818	168890	168014	168917	168751	421573	419398	420290	419854	418731	419923	419997	419754	419736	419424	756698	759523	755758	756020	755994	756307	757929	758440	756620	757044	757024	758060	757262	758133	756329	758436	756615	756958	756751	755838	167402	168440	167186	168980	168532	168626	168771	167989	168452	168418
chr3:150000001-155000000	157208	156560	156891	156914	156252	156629	157145	157208	156684	157115	157107	157538	156066	156306	156901	156722	157326	157261	157290	156086	155993	157777	156764	157537	157057	156428	156482	156750	157094	156587	157155	156954	156720	155501	156848	156049	156759	156523	156212	156602	155977	156907	157187	156936	157164	156593	156469	156956	156666	157033	156713	156415	156750	157734	157471	156620	156927	157384	157829	156597	156968	156159	156825	157337	156805	156407	157654	157207	156779	156005	157061	156433	157392	157141	156108	157542	156809	157477	157766	157139	155891	155796	157137	156522	157208	156514	156454	157025	155663	156282	156154	156324	157939	157335	157287	157136	157158	157625	157414	157137
chr3:155000001-160000000	168621	168435	167005	166991	168125	167660	167355	167292	167430	167156	167391	166126	166398	166192	167109	166554	166293	168029	166159	166818	167525	167004	167792	166547	166900	167405	165969	166719	166965	167155	167118	166930	166331	167641	167303	166391	166857	167201	166465	167380	167796	166938	167623	167043	167406	167378	167451	167352	166671	167060	167046	166700	166093	166183	167104	166345	167135	166324	166629	166500	166388	167424	166924	166591	167360	168268	166732	166811	167698	166491	167344	166573	167179	167006	167790	167542	167350	167317	166943	167060	166856	167094	167082	167507	166487	165616	166336	166621	166206	167163	167052	166618	166656	166808	166619	166558	166649	166630	166771	166754
chr3:160000001-165000000	168330	168234	167861	167617	167747	167986	168229	167820	167448	168817	504942	504311	504601	503837	504076	506625	503571	505071	504250	504307	504041	503127	502467	504419	504341	503042	503134	503582	504719	503070	506217	504243	504595	503655	504646	503678	503213	503968	503519	504956	757129	757776	757275	757454	759535	757210	756912	758122	759175	757281	168177	167878	168243	167351	167970	167728	167666	167568	168464	167315	168748	167539	168408	168024	168908	168653	168863	168335	168107	167728	168544	167477	168008	168397	168146	167343	168117	168316	168604	167726	167632	168572	168299	167119	168689	167511	168323	168625	167254	168272	587230	588383	586982	588158	586090	587390	589594	589608	589237	587521
chr3:165000001-170000000	160880	160273	159935	160429	160202	159272	160079	160104	160199	158756	160337	158667	159473	159200	158744	158150	159644	158921	159877	159417	159805	160625	158819	159634	159461	159932	160109	160469	159975	160285	159913	159232	160214	159262	159732	160078	160294	159776	159467	159681	159615	160964	160376	158853	159120	159554	160026	159394	159116	160199	159313	159307	159510	159655	158855	158777	159299	160428	159826	159113	160005	159969	159926	158776	160752	159520	160750	159481	160026	160904	238888	238938	238644	239817	239433	238351	239470	240281	238730	238681	239627	240548	239450	239383	239027	240275	239381	239331	239725	238732	637787	637711	637162	638580	639847	637578	639040	637618	638425	639152
chr3:170000001-175000000	168937	168935	168704	168456	168887	169626	170144	169339	168574	169102	168184	169175	168037	168104	168375	169333	168532	167954	168790	169202	168905	169014	168402	168669	168153	168597	168695	168712	168700	168866	502934	504923	505273	505265	506035	506615	505688	505169	505016	504769	168649	169051	169380	170086	168421	168834	169702	168885	169801	169951	84331	84443	83881	83844	83244	83859	83629	84241	84148	84064	84599	84651	83905	84422	83873	84358	84398	84483	84447	83850	83607	83739	83711	83863	84629	84120	83789	84062	84357	83913	85245	84615	84278	84493	84935	84640	84398	84308	84532	83448	83284	84091	84418	83951	84607	84006	83478	84057	83864	84367
chr3:175000001-180000000	168228	168627	168806	168051	168349	167857	169077	167545	168264	168371	168023	167438	168426	167910	168034	167267	168796	167914	167557	168420	168094	167855	166932	168259	167172	168700	167179	167520	168145	167611	167940	167655	168196	168122	167562	167471	167959	167631	168072	167447	167549	167065	168393	167681	168290	168622	168803	167866	168372	168571	168211	168284	167924	167967	168633	167691	168659	167805	168181	168745	588925	588820	587755	589472	588759	588334	588038	588339	586873	587929	168326	168104	168277	168242	168180	168425	168384	168453	167905	168091	588191	585610	589474	585219	587160	585905	587179	588047	586507	587802	167954	167899	168711	168538	168834	168930	168854	168798	168911	168217
