bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr3:95000001-100000000	67241	67814	67009	67095	67098	67205	66698	67196	66568	66916	67546	67662	66979	66997	67685	67310	66915	67893	67394	67397	67641	66817	67312	66565	66844	66934	66821	67118	67292	67511	66875	66982	67258	67282	66972	67296	66948	67105	67485	67105	67018	67088	67137	66959	67486	66972	67022	67165	66684	66890	67116	68278	67423	66998	67479	67782	67261	67052	66622	66962	66860	66620	66888	67398	66903	67585	66876	67221	67461	66819	234454	234487	235121	236065	235449	234500	235378	234555	234820	234473	235386	235901	235815	235028	234885	234228	235226	233346	235470	234838	67116	67576	67354	67292	67471	67039	67022	66486	67187	66855
chr3:100000001-105000000	67688	66696	67126	67584	67554	67281	67103	67277	66892	67247	67126	66919	67008	67359	66614	67116	67207	66644	67768	66798	66767	67089	67310	67026	67422	68242	67110	67071	66970	66966	67321	67857	67708	67470	67565	67822	67721	67307	67621	67661	67361	67084	67992	66927	67032	67585	67275	67676	67708	67093	67692	67020	67573	67228	67448	67965	67278	67131	67801	68175	66942	67228	67013	67279	67242	67345	67630	67337	66598	67144	235568	235099	235326	234845	234832	234674	234764	234195	234884	236206	268633	267481	268199	269826	267791	269709	269249	269595	268547	268424	201742	201544	201374	201830	201589	201632	201800	202172	201247	200910
chr3:105000001-110000000	67250	66391	66866	66777	67498	67406	66988	66866	67093	66613	67542	67335	66968	67087	66833	66940	67375	67373	67414	67284	67117	66792	67378	66880	66110	66122	66848	67329	66751	67383	201351	200496	200852	200824	200955	201454	200230	202226	201238	201410	335906	336076	334722	335770	336450	337562	334934	335075	336244	336189	66697	66781	66603	67514	67218	67158	66913	66998	66499	67372	67408	66782	67129	66073	66710	67492	67008	66966	66520	67400	66750	67492	67191	67225	67234	67390	67446	67094	67176	66765	66391	67723	66586	67048	67102	67172	66946	67025	67221	66503	233574	234227	232887	233063	233647	234578	234553	233840	233479	234410
chr3:110000001-115000000	67755	66796	67411	66875	67158	67558	66383	66965	67012	67014	67060	66955	67161	66852	67091	67076	67075	66529	67023	66459	67014	66885	67076	67157	66987	68216	67278	66809	67043	67048	66904	67131	66749	66662	67851	67857	66744	66705	67043	67105	67564	67502	66786	66560	66902	66864	67092	67369	67106	66995	66932	66496	67064	67655	66514	66940	66797	66665	66776	66971	66748	66907	67069	67286	66724	66834	67247	66989	67233	67089	66106	66556	66741	66625	66903	66852	66907	66521	66733	66730	66440	66784	67044	67042	66850	67715	66999	67124	67511	66983	66994	66608	67226	66865	66948	66948	66724	66945	66761	66852
chr3:115000001-120000000	67791	66982	67006	67271	67467	67092	67750	67393	67474	67828	67375	67930	66924	67640	67095	66640	67339	66956	67266	66716	66702	66803	67646	66494	67267	67427	66842	67257	67091	67234	66995	66452	67331	66991	66837	67155	67119	67613	67038	67393	67247	67631	67082	67570	67705	68113	67367	67547	67444	67301	67095	66999	67134	67139	66812	67309	67098	66879	67202	66864	67648	67723	66952	67370	67569	66860	67102	67374	67563	67705	67791	67733	67110	67173	67300	66484	67506	67687	67056	67607	66550	67184	66833	67322	67165	67231	66813	67032	66433	66079	67238	67512	67360	67754	66774	67622	66686	67241	67240	67229
chr3:120000001-125000000	66591	66455	67218	67165	66955	66804	66253	66719	66924	67323	67081	66581	67336	67204	66544	67841	67156	67492	66866	66610	66955	67732	67817	66512	67003	67210	66644	67544	66586	67481	100823	100915	100292	100352	100281	100353	99893	100321	100953	99723	66738	67388	66666	67669	66796	67287	66814	66732	66974	67366	66525	66785	67257	67072	67073	66916	66822	67288	66502	67327	133980	134307	133954	133440	133856	134468	134092	133241	134747	134471	66323	66304	66356	66499	66825	66724	66788	66892	66740	66775	66991	67299	66533	67540	66915	66741	67117	67229	66909	66985	67281	66901	66176	67240	66381	66726	66543	66473	67178	67030
chr3:125000001-130000000	64399	64015	64539	63876	64892	64940	64074	64573	64207	64828	64484	63746	63629	64262	64104	64510	64102	63701	64104	64286	63925	64602	64210	64689	64240	63878	64567	65102	64120	64648	64118	64337	63892	64896	64586	64356	64506	64179	64412	63611	64285	64616	64704	64088	64691	64639	64334	64552	64510	64574	63556	63846	63672	64775	63903	63797	63755	64012	64525	64260	128064	129441	129726	128297	129356	129093	128838	128939	129139	128549	64225	63965	64294	64462	63906	63594	64527	64294	64025	63974	64119	63445	64568	64280	63497	63638	64285	64040	64479	63863	63985	64545	64240	64486	64853	64457	64115	64216	64407	64098
chr3:130000001-135000000	66454	66483	66499	66600	65863	66827	66866	65932	66464	66366	66412	66523	66157	66505	66592	66560	66649	66172	66374	66289	66811	66493	66685	66186	66678	66104	66210	66281	66595	67234	65802	66258	66964	66786	65651	66855	65815	66709	65908	66465	199300	200334	201317	200825	200335	200231	199226	199111	199343	199370	66051	66298	66565	66822	66144	66981	66375	66160	67539	66432	66965	66293	66682	66920	66716	66453	66770	66155	66683	66766	65828	66045	66287	66259	66283	66416	66222	66050	66796	66449	298389	298527	298948	299158	298722	297622	299530	298380	298690	297907	65765	66714	66371	66565	66004	66326	65814	66364	67009	67263
chr3:135000001-140000000	65763	66355	66508	66225	66270	66250	66663	66691	67293	66683	166612	166994	165806	167256	166615	166679	165332	166880	166255	166518	199221	199905	199078	199391	199739	200486	198634	200918	199993	199965	198970	199141	199257	199129	199707	199276	200326	198459	201084	199910	167218	167775	166311	166419	167051	166810	166543	166464	167621	167640	134206	132901	133139	133330	133229	132880	133681	132874	133002	133089	132644	133388	133406	133314	133495	134295	133534	133432	133625	133619	133067	133189	133052	132901	133392	133494	133286	133581	133375	133323	133833	132701	132786	133973	133143	133901	133229	133104	133513	133833	133380	132876	133468	133227	133154	133809	132679	133226	133918	134009
chr3:140000001-145000000	67350	67438	67278	67185	67254	67982	67731	67542	67185	67232	67489	66940	67803	68304	67564	67164	67757	66988	67519	67890	237356	236297	236359	237152	235376	236702	235790	236793	235850	235164	235768	236139	236343	236768	236633	236336	235625	236619	236873	235477	202531	201907	203460	203828	201904	202850	202639	203520	202695	202388	67262	67702	66828	67287	67900	67542	68024	68575	67330	67595	303082	302719	304355	303980	303311	303877	303750	304415	302986	302560	134622	135461	135104	135829	135152	136052	135769	134605	135559	134579	135803	135398	134968	134491	134420	134635	135359	135370	134715	135122	169538	168757	168086	168465	167831	169002	168350	169424	169449	167587
chr3:145000001-150000000	68177	66926	66959	67337	66477	67142	66692	67037	66881	67170	68214	67103	67762	67615	67459	67117	67534	67365	67698	67528	67633	67149	66936	67583	67077	67084	66849	67537	67943	67026	67335	67765	66838	67038	67565	67135	67702	67061	67364	67016	67345	67206	67260	67908	67957	67658	67674	67799	68035	67764	67518	67806	67533	66908	67530	67221	67721	67178	67427	67560	169190	167141	168718	168282	167639	167550	168790	168024	166872	167563	303653	304764	302406	302872	302533	302342	304155	303121	302871	302644	301645	302925	304199	304018	301660	302834	302896	302711	301832	301873	67069	67037	66941	67779	67796	67179	67608	67368	67235	67152
chr3:150000001-155000000	63119	62567	63124	62577	62651	62624	62677	62638	62493	62998	62649	63245	62661	62435	62896	62615	63156	62557	62686	62196	62320	62904	62495	63273	62613	62203	62482	62883	62510	62791	62652	62515	62920	62326	62531	62385	63165	62977	61941	62766	62402	62630	63005	62426	62601	62704	62918	62557	62327	62857	62986	62207	62823	63197	62994	62580	62685	62755	63306	62827	62585	62629	62739	62782	62921	62360	62878	62703	62925	62554	62303	62909	63279	62822	62307	63287	62205	63441	63010	63082	62393	62424	63360	62162	63173	62698	62620	62922	62247	62118	62063	62693	63161	62803	62828	62755	63009	62744	63540	63000
chr3:155000001-160000000	67545	67277	66742	66547	67505	66808	66800	66974	67011	67199	66927	66619	66869	66725	66936	66922	66323	67438	66405	66732	66874	66715	67325	66418	66671	66707	66140	66709	67420	67260	67115	66855	66510	66753	66480	66720	66840	66926	65997	66801	66867	67374	67041	66341	67282	67394	67339	67111	66593	67545	66449	66609	66631	66421	66982	66710	66588	66287	66180	66517	66513	67011	66576	67135	66956	67625	67046	66768	67010	66600	66333	66497	67002	66784	67082	66934	67181	66920	67185	66706	67201	66949	67135	66890	66704	65818	66525	66507	66417	66512	66590	67090	66532	66602	66893	66978	66439	67219	66399	66789
chr3:160000001-165000000	67439	67296	67092	66934	67388	67350	67147	67089	67288	68156	201913	201589	202496	201101	201596	201896	201461	201251	202160	201534	200435	200360	201284	201330	201061	201188	201271	201976	201735	201325	202313	201803	202373	201604	202117	201194	201771	201191	200801	203140	303079	303607	303134	302873	303756	303647	302735	302204	303166	302302	67469	67366	67247	66388	67472	67354	66716	66768	67418	66955	67424	67114	67188	67172	68205	67230	68181	66853	66802	66445	67599	66852	67120	67095	67426	66752	67553	67344	67426	67383	67205	67218	67710	66703	67019	66540	67329	67509	67098	66722	235455	235401	234810	235228	234570	235273	235544	236673	236553	235988
chr3:165000001-170000000	64143	63814	64088	64626	64399	63860	64527	64057	63907	63091	63894	63676	62973	63188	63699	63042	63898	64085	63985	64239	64311	64707	62678	64189	63728	64567	64267	64340	63829	64608	63524	63605	63385	63936	63212	63968	64179	63631	63727	64039	63764	63863	64319	63470	63343	63491	64434	63660	63064	63760	63531	63717	63537	64326	62721	63553	63789	64565	63830	63824	64290	64188	64130	64001	64991	64022	64391	63546	64107	63871	95279	95133	95385	95996	95972	94766	95856	95821	95794	95383	95980	96784	96019	95283	95279	95496	95561	95520	95676	94617	255677	254925	254569	255253	256182	254797	255021	255119	255831	256119
chr3:170000001-175000000	67196	67340	68040	67535	67864	67834	67946	67629	67413	67040	67188	67742	67415	67277	67252	67553	67754	67536	67686	67662	67873	68015	67359	67723	66788	67982	67266	67752	66904	67773	201244	201657	201609	202146	202133	202992	202524	202313	201266	201633	67458	66877	67654	67843	66821	67586	68343	67521	67620	67827	33192	33591	33725	33457	32807	33229	33156	33885	33150	33591	33724	33965	33423	33675	33731	33580	33478	33965	33695	33679	33592	33412	33490	33926	33947	33297	33193	33863	33540	33840	33907	33717	33616	33843	34578	33788	33688	33555	33614	33220	32924	33720	33806	33869	34214	33441	34051	33469	33228	33622
chr3:175000001-180000000	67152	67458	67386	67492	67359	67511	67469	66514	67378	67095	66747	67234	66940	67169	66846	67356	67652	67377	67138	67274	66998	67460	66525	66808	67379	67286	67007	67135	67041	67085	67074	67132	67342	67434	66963	67086	67587	66893	67135	66801	66755	66927	67680	67487	67822	67682	67541	67045	67208	67543	66604	67644	67352	67174	67398	66825	66932	67313	66834	67289	236031	235476	234368	236492	235516	234362	235564	234776	233720	235153	67642	67521	67426	66820	67164	67903	67756	67320	67489	67229	235087	233451	235669	233926	234158	234395	235456	235345	236265	235031	67294	67607	66883	68182	66993	67893	67465	67012	67794	67322
chr3:180000001-185000000	66782	66353	66225	66453	65756	65442	66498	66543	66288	65595	265377	264199	264295	265484	264810	264984	264456	265403	264151	264653	264172	263740	264555	263924	265097	264280	264039	265365	263692	263469	264873	264498	264253	264665	263850	264551	265095	264018	263843	263434	264222	264236	265236	264386	264208	263970	264999	263583	263871	265330	65911	65814	65755	66488	65911	65750	66096	66172	65480	65557	66365	65891	66596	65905	66223	66778	66359	66277	65894	66144	65787	66100	65227	65706	65864	65637	65732	65484	66002	65338	66283	66334	65818	65613	66344	66091	66401	66382	66201	66157	66297	66162	66419	66726	65272	66407	66020	65587	65499	66508
chr3:185000001-190000000	67041	67899	67553	67186	67309	67553	67056	67797	67288	67417	67061	66851	66497	67194	67093	66983	66840	66665	66019	67360	337832	335623	336949	336571	334875	336222	337407	335942	336558	336580	402704	403057	403464	403652	402256	404871	403250	401957	401774	402731	67862	66944	67285	67619	67265	67508	67262	67609	67424	67889	66813	66504	67577	66750	67013	67584	67097	67033	67433	67151	67770	66992	67591	67306	67160	67100	67707	66732	67399	67125	67238	66810	67484	67632	67338	66886	67175	66559	66824	67002	67217	66924	67502	67184	67464	66885	67199	66895	67229	67510	235490	234880	236111	234672	236141	235686	235174	235682	235599	235733
chr3:190000001-195000000	67548	67482	67255	67365	67692	67388	67985	67828	67775	67588	235838	234989	236634	236551	235429	235064	234964	236023	235428	235587	234857	236731	235369	235499	235410	236113	236039	236042	235480	236709	303671	303759	303679	303064	304569	303698	303247	303955	303794	304293	236573	236393	237458	237821	236646	236805	235772	236229	236630	236243	67750	67158	67283	68019	68119	67322	67939	67945	68048	67886	67051	67507	67893	67402	67196	67512	67295	67191	67714	67393	168743	169741	169006	168656	169152	169124	167957	169294	168833	169064	235558	235492	235078	234658	235522	235967	235510	236585	235421	235360	67759	67698	67613	67797	68069	68364	67128	67401	67208	67401
chr3:195000001-198295559	34962	34878	35191	35273	35258	35472	35224	34992	35303	35344	35342	34927	34953	34933	35047	35022	34976	35384	34861	34620	35130	35567	34844	35518	35047	35242	35105	35262	35027	35217	87272	87664	88038	88045	88270	88012	87863	87380	88155	87775	174588	175685	175599	176319	176115	175518	176230	175251	175276	176719	34916	35713	35376	35067	34948	35247	35204	35655	35076	35156	34854	35032	35507	35461	34967	35164	35210	34708	35428	35053	34983	35588	35388	35514	35335	34614	35410	35451	35286	35232	34497	34903	34850	35271	35378	35432	34865	34825	34988	34868	34924	35003	34960	35172	35217	35069	35179	34956	35274	35016
chr4:1-5000000	65748	66314	65822	66138	65545	65924	66027	65805	65697	65692	262913	264120	263333	264314	263941	263569	263919	263060	262318	263928	263797	261536	262474	263705	263591	262783	261708	262499	263429	263292	262935	263754	262259	263520	263610	263190	264148	262967	263927	261978	262279	263204	263994	263833	263375	263666	264706	264819	263985	263114	65712	65764	65976	65424	65964	65461	66357	66259	65405	66162	132501	132047	130977	132161	131847	130683	132024	131628	132137	131253	196316	197361	197800	197401	198189	197052	196607	196306	196988	196530	196824	197100	199219	198661	196883	196940	197879	197753	198041	196464	65937	65349	65776	65670	65791	65958	66121	65589	65196	65733
chr4:5000001-10000000	64488	64327	64208	64129	63668	64099	63978	63811	64311	63568	64088	64132	63519	64265	64211	64472	64177	64502	64230	64564	64435	64052	64363	64205	63757	64271	64125	64037	64159	63813	63754	64285	64012	63756	63996	63755	64281	63548	64563	63849	64170	64326	64318	64931	64241	64271	64499	64989	64905	64138	64203	63899	63846	63544	64120	64586	64111	63816	64477	63949	63526	64120	64179	63968	64027	63823	64074	64200	63787	63782	64311	64479	63930	64360	63697	64271	63718	64882	63609	64406	63911	63863	64052	64193	64044	64208	63695	63692	63719	64217	256116	255858	256463	255833	256193	256159	257135	258160	257419	256401
chr4:10000001-15000000	66721	67227	67101	66449	66668	67019	66688	66969	66725	66431	66263	67637	66938	67395	66896	66519	66420	66387	66554	67417	66478	66783	66963	66921	66657	66786	67327	66945	67246	66854	233386	233437	233401	233764	233481	233050	232669	232682	235303	233572	66605	67058	66653	66961	66772	66684	66723	67516	66680	66999	66789	66594	66427	66304	66756	66812	66956	67574	66760	66785	66524	66708	66611	66975	66773	67048	66705	66580	66441	67010	67067	67375	66927	67070	66769	66868	66189	66509	66822	66935	200032	199095	199883	200029	200488	199220	200519	200190	200704	200113	100679	99838	101174	100110	99608	100377	99305	100529	100518	101301
chr4:15000001-20000000	66836	66908	67262	66639	67175	66968	67113	67964	67306	66639	67615	66849	67647	67412	66392	67136	66938	66794	67543	66693	67121	67525	66871	67639	66962	66925	67255	67084	66512	67413	235237	234574	236154	234531	237387	236072	237086	235249	235020	236008	100377	101300	101102	100898	100457	101097	101245	100567	100498	101138	66683	66942	66720	67455	67340	66356	66278	67023	67298	66592	167453	167321	167269	167786	168354	167603	167192	167779	167199	166799	67473	67171	67057	67407	67073	67234	67034	67043	67131	66684	66269	67349	66606	66997	66949	67713	67041	67217	66501	66717	66945	67567	66851	67280	66777	66821	67233	67032	67886	67343
chr4:20000001-25000000	64606	64073	64075	64544	65012	64631	64793	64721	64105	64489	64719	64219	64711	65198	64212	64855	64643	64102	64424	64658	64163	64640	64580	64584	64558	64321	64221	65020	64683	64995	64801	65147	64938	64720	64938	64211	64505	64435	64807	64983	64534	64601	64607	64816	64400	63878	64132	64628	64855	64357	226006	225528	226046	226118	225335	226299	224960	225473	225181	225268	226118	226646	224716	224918	225198	225688	226091	225305	224339	225807	225557	225991	225168	226028	225506	225192	226070	225719	224942	225150	225356	225152	226048	225586	225624	226350	224566	226168	224756	225372	225345	227339	227837	226229	225683	226699	227165	225892	225470	225148
chr4:25000001-30000000	67770	68033	67660	68090	68012	68870	67551	67509	68324	67864	67530	67569	68043	67969	67790	67654	67886	68806	68146	67667	67678	67681	67751	67800	68080	67575	67485	67584	67815	67410	67806	67828	67616	67262	68318	67786	68502	68182	67196	68088	270511	271475	271839	271160	271113	271172	271513	269954	270866	270423	68050	68135	67854	67765	67878	67382	67620	67383	67138	67422	67178	67431	67416	67066	67023	67466	67807	67402	67040	67423	67549	68052	67555	68028	67380	68309	67589	67691	67347	67792	168428	168864	169271	169867	169204	168657	170203	168323	168143	168820	102273	101768	101406	101752	101917	101564	101890	102288	102284	101843
chr4:30000001-35000000	62243	62868	62398	62702	63050	63081	63131	63221	62594	63067	62264	62673	62807	62700	62781	62743	63167	62463	63387	63306	62656	62789	61966	62737	61825	62705	62446	63227	62497	62543	61799	62842	63118	62556	62635	63177	62768	62892	62572	62499	62685	62119	62921	62509	63159	62503	62954	62587	62487	62685	94148	94329	93856	94143	93735	93588	93914	93945	93958	94159	93648	94034	94160	94338	93774	94146	94601	94955	95205	93976	93853	94445	93661	94413	93665	94997	94053	93764	92994	94261	93982	93643	93870	94456	93906	93637	93221	93673	93756	93985	94021	93959	93584	94608	93639	94459	94594	93869	94244	94732
chr4:35000001-40000000	68083	67659	67922	67762	66846	67622	67569	67339	67141	67612	67605	67688	67679	67891	67598	67561	67675	67392	68032	66559	67486	67906	67025	68313	67375	68037	67740	68084	67382	67393	68145	68009	67599	68139	67394	67717	67835	68402	67564	67730	270634	269999	271463	271931	270371	269854	270927	270487	270027	270068	67687	67664	67422	67730	67415	67440	67814	67442	67172	67488	33587	33942	33346	33589	33700	33817	33823	33523	33246	33863	67093	68222	66822	67598	67771	68071	67510	67773	67571	67333	202203	202970	203930	203185	201947	203006	203574	202182	202599	203141	67474	68460	67542	67693	67715	67795	67190	67971	67334	68628
chr4:40000001-45000000	68184	67363	66938	67959	68278	67664	68386	67687	67364	67993	67250	67685	68276	67852	67504	67901	67549	67314	67883	67458	67261	67787	67657	67578	67497	66960	67611	68252	67818	66987	67406	67680	67741	67430	67737	67564	67451	67189	68077	67480	68168	67958	67892	67754	67417	67893	67056	67597	68095	67482	67893	67459	67951	67988	67257	67720	67675	67914	67321	68093	66956	66652	67629	68209	67913	67298	67388	67578	67650	67651	67573	67394	67879	67264	67381	67303	67086	67332	67259	67544	67504	67603	68038	67538	67667	67833	67078	67431	67324	67345	33802	33902	33875	33754	33632	34599	34242	33933	33707	33530
chr4:45000001-50000000	58000	57884	57430	57960	57951	57423	57564	57611	57270	57255	57142	57718	57850	57850	58030	57580	57922	57886	58208	58424	57979	57619	57800	57523	57384	57645	57882	57758	57496	58083	57757	58152	57706	58393	57927	58653	57763	57994	57190	58022	144039	144990	144779	144838	144738	144652	144689	144808	143953	144813	29005	28611	29084	28524	28368	28844	28657	29037	28699	28849	28888	28514	28367	28937	28883	28944	29028	28804	28823	28512	28937	28836	28915	28941	29269	28892	29215	28766	28957	28545	28604	28866	29146	28791	28711	28601	28895	28936	28810	28893	28963	28674	28735	28667	29062	28664	28831	28794	29170	28542
chr4:50000001-55000000	43326	43564	43646	43384	43081	43772	43472	43174	43598	42928	43108	43726	42971	43300	43277	43013	43054	43211	43227	42785	43668	43405	43237	43248	43476	42958	43078	43280	43160	44082	129465	129930	130687	128829	130696	128840	129779	129696	128554	129703	43361	43642	42917	43101	43599	43012	43266	43442	43585	42951	43561	43404	42735	43580	42687	43248	43271	43029	43001	42940	43308	43028	42873	42929	42984	43167	42877	43182	42479	43240	43270	43094	43776	42794	43204	42607	43390	43039	43138	43041	43152	42887	42831	43716	43399	43184	43641	43058	43256	43307	42966	43475	42992	43388	42957	42867	43289	43501	43114	43026
chr4:55000001-60000000	65449	65123	64663	65042	64749	64545	65317	64607	64715	64942	161863	162177	162404	161903	161367	163094	162425	162226	161993	162235	162222	161870	163196	162538	162218	163061	162097	162342	162112	162121	161957	163141	162823	162651	161257	162195	162692	161098	163192	162026	163116	162354	162285	163092	163088	163904	162133	163621	162991	161735	65018	65087	64940	64648	64897	65341	65318	65272	65117	64567	64849	64369	64505	64945	65467	65046	65230	64011	64715	64439	64748	65009	64978	64412	65158	64685	64673	64889	64336	64465	65342	64653	64621	64676	65536	64813	65009	64715	64380	65042	64698	64916	65692	65004	65424	65159	65065	66019	65122	65215
chr4:60000001-65000000	66728	67770	66939	67353	66676	67255	67004	67138	66691	67074	67583	66242	66971	67362	66994	67039	66735	66772	66683	66385	66764	66480	67473	66552	66882	67169	67300	67254	67126	66801	133878	134154	135955	134739	133879	134812	133943	134696	133257	134316	167567	167475	166990	168155	166988	167087	167839	167567	167106	166627	67218	66960	67573	66594	66743	66480	67352	67164	66875	67335	134396	133856	133268	134332	133401	134156	134815	133792	133285	132760	67311	67332	67284	66415	67239	66698	67331	67147	66914	66831	66811	67048	66861	67184	66881	66608	67069	66750	67255	67185	267829	267948	267900	268999	267636	268241	269283	269230	267563	267088
chr4:65000001-70000000	58865	58978	58909	59174	58765	58802	58463	58678	58458	58566	88005	88208	87531	88402	87146	88628	88096	87925	88282	88046	88735	88294	88603	88270	88871	88443	88743	88248	88404	88377	87866	88222	89012	87665	88480	88036	88505	88273	88691	87819	88955	88608	87446	88501	88012	88167	88406	88282	88057	87505	58310	59180	59697	59342	58743	58998	58773	58578	59081	59720	58906	59355	59319	58358	58889	59288	58348	59011	58585	58651	117360	118290	118085	116763	118270	118010	117639	117613	117430	118098	118136	117121	117406	118096	118045	117364	118161	117960	117455	117898	59078	59506	59008	59238	58809	58968	59288	58811	59173	59337
chr4:70000001-75000000	66140	67203	67376	67228	67499	67275	67545	66901	67368	67395	66666	67057	66964	67433	66921	67403	66839	67576	67230	67142	167590	168499	168097	168751	168435	168119	166800	168161	167750	168720	166517	168355	167246	168064	167773	167807	168297	168540	167576	168802	67762	66807	67077	67188	66709	66574	67599	67696	66678	66942	67452	67285	67067	66812	67271	67382	67221	66651	66552	66622	66931	67270	67113	66946	67342	66709	67214	67537	66907	67292	67329	67147	67416	67085	67306	67382	66771	67183	67565	67017	266395	268866	267897	268264	268470	268525	267707	268374	268306	268765	67290	66720	66798	67154	66618	66949	66451	67281	67116	67471
chr4:75000001-80000000	66040	66982	66637	67421	67258	66624	66993	67011	66669	67038	66848	67137	66551	66105	66929	66784	67144	67294	67391	66842	66887	67097	66748	66761	66611	66749	66987	67007	67134	67207	66357	67684	67252	66532	67003	67202	66887	67195	66606	67117	66541	66924	66599	67003	67164	66866	67002	66990	66918	67565	66783	66963	67121	67199	66360	66731	66528	66866	66303	66745	67026	66984	66400	67525	66693	67525	67220	66633	67279	67394	67077	67198	67096	66507	67372	66915	67564	66741	67173	66509	67441	66754	66617	66599	67046	65958	66838	66659	67037	66562	67123	66667	67424	67414	67141	67052	67273	67149	66910	66861
chr4:80000001-85000000	67716	66809	66888	67444	67415	67144	67439	67419	66799	67066	67812	68620	67560	67074	67561	68057	66867	67291	67235	67841	67626	67301	67655	67129	66847	67228	67293	66407	67991	67234	67221	67549	67378	67171	67274	67759	67070	67033	67671	67355	67051	67684	67976	67492	66937	67327	67226	67154	67622	67212	67315	66782	67244	67192	67366	66816	67528	67636	68257	67299	67178	67153	67028	67013	67621	67723	66789	67598	67469	67043	67092	67712	67270	66965	67053	66838	67364	66985	67478	66555	67228	66818	67108	67361	66825	66398	67321	66863	67130	67675	66810	67606	67538	66891	66711	66875	67323	67233	67448	67196
chr4:85000001-90000000	67248	67404	67138	67527	67593	67315	66671	67192	68121	67237	66986	66756	67532	67630	66903	67401	67393	67214	67395	66504	134526	134233	134278	133954	135410	135150	133848	134140	133549	134393	234544	234961	235001	234751	233926	234384	234433	235549	234526	234137	67651	67567	67438	66968	67624	67068	67194	67312	66868	67575	66928	67944	67079	67241	67249	67386	66744	67037	67717	67364	67134	67320	67638	67258	67037	67007	67170	67515	67033	66956	66896	66666	66810	67222	66865	67166	66564	66928	67213	67134	67247	67422	66238	67069	67348	67038	66488	66735	67316	67027	335529	335200	335016	336098	335601	337544	336306	336368	334992	336687
chr4:90000001-95000000	67122	66535	67213	66907	66855	66912	66777	66686	66992	66563	67610	67273	67479	67379	67179	66165	67034	66986	66711	67001	66243	66598	67332	67276	67365	66510	67046	67188	67433	67177	133440	132928	133599	133603	133138	133412	133979	133685	133478	133687	67716	66601	66726	66470	66964	67230	67551	67227	67155	67326	67020	66751	66389	66753	66648	66993	67438	67289	67449	67054	233162	232912	234101	234647	234970	233577	234109	233879	234225	233915	233927	233997	232952	234761	233397	234308	233448	232855	234098	234221	231856	232327	234097	233605	233701	234010	234208	234840	233966	233629	133649	133753	134059	134104	133476	133850	133352	133295	134199	133683
chr4:95000001-100000000	67224	66886	67227	67029	67456	66949	67128	67271	67461	66983	67402	66940	66626	67063	67335	67915	67553	66768	67611	66643	67013	67127	66615	66657	67322	67012	66967	66820	67376	67341	66796	67067	67019	66760	66751	66719	67312	66716	67297	66112	167976	167362	167498	168297	166840	168224	167583	169429	167629	168393	66409	66898	66952	66534	66935	67050	66212	67306	66642	66794	101228	100609	100335	100787	100241	100515	101677	101218	101407	100235	66498	66287	66373	66849	66583	66746	66676	67010	67130	66472	66731	66954	66974	66801	67002	66439	67316	66868	67136	66823	66440	66651	66991	67969	67660	66462	66911	66668	66529	66937
chr4:100000001-105000000	66980	66684	66974	66503	67049	66769	66144	66698	66925	67164	66750	66744	67123	66890	67125	66556	67312	66623	67104	66280	67301	66741	67133	67384	67626	67053	66939	66419	66275	66850	66642	66826	66897	66467	66469	67195	66677	66946	66149	66573	67008	67075	66979	67442	66962	67311	67464	67068	67161	67176	67436	67127	67092	66936	66949	66623	66315	67036	66905	66465	66877	67007	66962	66372	66474	66571	66285	67014	67367	67546	67067	66419	66968	66628	66814	66960	66579	66478	66793	67238	67410	67363	67177	67202	67347	66808	67888	66482	67115	66104	66635	67055	66994	67217	66747	66039	66385	66315	66575	66047
